gamma	pr	rho	target
2.640385790338861	1.0575749484452561	2.7623987855270222	1.005416674619407
2.5147477540843903	4.407166213826766	3.9410627482599327	1.6769505437095844
3.0736480308198386	3.5371185058296932	3.988164581638	1.6510694290982209
4.246101328091638	4.00681000548761	2.3561179267153967	2.6871755536951367
4.417257974061086	1.3573868486791816	3.5512618931274145	1.2993820100907203
3.807217665002464	2.2025309827191566	2.9537499665832114	1.68491501975042
4.6095518570444645	1.5657035796346208	4.541930529447409	1.2605610425357066
3.8127168886013836	3.6269661703482727	1.9276502124407957	2.678396792540487
4.666974752457499	1.7952200561529876	1.4928948491057137	2.3689830953158832
4.948550142631582	2.3102335221431005	1.9829065179369287	2.401130741960519
3.261972557923285	2.7690547996892487	1.0050482312441464	2.9978677835013743
1.3397608136486148	2.9998567119096378	4.246294285991857	0.9728790389548178
4.892464536398352	4.118772543660948	1.8669433545440557	3.285354038211005
1.312952285457742	3.553381055962609	2.1389839434777	1.4768677289897163
2.111832894142028	2.8130941266386125	1.9078064621404869	1.7646344332530208
4.986864467584964	3.9215891560252594	2.4820429333030694	2.806985597866454
3.239779209179753	3.9180960472908857	4.254636353806033	1.7272850841504668
3.089467645987879	4.528126527318984	3.0865472926554287	2.1289459454393747
2.407831764043584	4.915305449686532	4.564911436648608	1.6101715436369104
4.6310048874149725	4.286776245198811	1.200577409109188	4.066379842295235
4.133699995161564	1.0350561898409314	4.292048742680303	0.9984334393994652
2.6503349755526457	1.3928752735392664	4.834983924524098	0.8737938447525916
2.89991498025675	4.369969575484648	4.223825304325176	1.73212354658908
1.0674242041588655	1.676035624426885	4.370773803191098	0.6397804722460855
4.8211765722229085	3.0118933910536385	4.083148807118125	1.88581337948091
4.422598176772537	1.8492388467756655	4.5168805391333935	1.3455998900604806
4.601183089743111	3.234752096407482	1.4038448045717726	3.256084818980013
4.786105050002933	3.6393969965824566	4.7611474094127315	1.9127139072028272
4.454698634198966	3.834997285317427	2.501432458365671	2.6133483553683154
4.981329972457159	4.360404112928202	2.10993137907966	3.2084986460589997
2.654518079717758	1.9043543418362383	2.4726465684979693	1.4298342698676572
1.9567230437279142	1.5891294385188366	2.006625837220787	1.2448330676038375
2.714508381985516	4.492728922901508	4.523013307079619	1.6420514796682366
4.111504212938336	1.3026372943345308	4.0824717049630825	1.1453824700885364
4.5601627754790774	2.8038957455384166	4.450699008346983	1.6949503890012385
1.1239952955047017	3.6041506570596433	2.346099897131204	1.3140456860972736
1.8272777538138036	1.310627172317668	2.434364944415792	0.9918569129493564
4.528853414731349	1.8190436713570337	4.8128271770253965	1.3083247628261871
1.6296324496970156	1.023063666780225	2.1792585955146953	0.8746650611410349
3.3790763234796155	4.460087289981441	2.223280939645325	2.603595471847606
2.9146639695722634	1.4672494378979617	2.7849340900726047	1.239192457577759
1.0947205797556294	2.8061281479873683	2.9312668724184894	1.0237118049570741
4.829285592964322	2.860408150211361	2.4741638798466683	2.3628775546978926
2.5215456598557937	1.3341293495264508	4.298810349168969	0.8846230364766923
3.0124806846205803	2.6537057506196717	1.39399749803463	2.3947353281018082
2.4819407007874377	4.257844611663336	4.133782123377825	1.5988834717964444
3.568317676983624	2.69394110550849	4.658437066601209	1.4365001902324133
4.371556759817417	3.2487237391754595	2.4078424300251866	2.428624770204421
3.4876552233237783	4.58882943814737	2.198584343695782	2.698026215435214
2.689001447385825	1.6683127115024114	1.9634245326573885	1.5115660911575854
3.8358857290160513	2.8372160221494065	2.218800725131216	2.2147253813596315
2.989000140014583	1.2276398409495584	2.880047362636295	1.1287522783010828
4.384801222356277	2.3240403097360343	4.131907046517599	1.570440590951176
3.1913940565109886	2.985470191688963	3.9048923380220115	1.5620396493607491
2.6597659357853347	4.954393016044857	3.3080510719379164	1.995863492351904
4.128956797221913	1.2273482123297343	4.293652729118176	1.0864021306379237
1.956191903402496	1.933461150338016	3.2767769602655132	1.0743604510882452
2.9473234887282653	4.1889418480899066	2.163497012358188	2.3888447080252
2.8712005292983105	2.517235606686353	4.9185217901752045	1.2122059069708766
1.1604547380549066	1.028198918798116	3.4692099520682107	0.5864586315718365
4.3776854929441145	4.872209508292392	2.9889746410867053	2.671309083321824
1.5040528950539778	4.4368650705684765	2.8286303296145014	1.535965881892907
1.374137819531586	1.6596273102181691	2.4117659148915402	0.9724177019674308
1.634153192487287	4.555362551177568	3.1882615366634344	1.5280265032755609
3.1097380603149665	3.1146737367009973	4.9440891217412375	1.3996680192309816
4.478192597619149	3.00432368616221	2.5265430533586346	2.3076045848483457
3.6460628048189294	3.1169253380477233	1.1083040598188	3.202180513183017
3.9683385231551838	1.6676153504373916	4.652751130286452	1.19260709013791
2.0332311279897337	4.267245431011163	4.917116167132235	1.3283482614700692
3.070490296015328	4.698769655791403	4.314474254300053	1.8286559416414927
4.0545098720653545	3.9072575140918064	2.291533101780503	2.6293120456842254
4.17805831911489	1.520052360305021	3.0251340599679555	1.4489193429125102
4.285932985636881	4.9560015921852925	3.2006417124189976	2.5761424631811463
2.6940119369673408	2.524016563957166	4.776824127743937	1.1930983148069092
3.5770495116465297	1.8942177034343264	4.232255010192492	1.2652941713893204
4.39108708944883	1.3253731256608656	3.8464828890912615	1.2300512396914056
2.8622521503612752	2.444131337871956	1.7793154705992906	1.9828494330911883
2.2621713190391906	2.5627849757545182	2.4794624914522894	1.5291146852298727
3.721374167834041	1.845129060163202	1.8565987178814845	1.923118389062084
4.7998969223856776	3.707802861315797	2.5113446553877137	2.6620800672122056
3.528517449227835	1.6087180637465073	4.423716875994558	1.1327718344166486
4.5703031835061125	2.4096660946877666	3.881407453711304	1.684443007103788
3.392001246678027	1.2305114186179609	1.939601759852826	1.4669473972785907
3.377633411294373	1.751887323005505	1.2908427678147514	2.1410295829570263
2.8644775448940867	4.962863203199451	4.547862417408124	1.768011983543711
3.1589862573446585	2.3194380064845	4.274753580413224	1.3092111958242922
2.6895399116274796	3.2796532908978935	4.91317474646916	1.3398983692563131
2.7305609127858927	1.6392272225551925	1.164006579714553	1.9609557596317075
4.0984944978993045	1.8381623246490224	4.622571728913266	1.2766218666921654
2.674827394652085	3.1836618101631933	3.119684652537589	1.6521748121891926
1.12706335674311	2.2798099741463043	3.831252217663178	0.8189419497737846
1.7179832382829603	2.4678501830629767	2.517715647010873	1.297673743089529
2.756245649736901	1.1351229681386164	2.31935826999854	1.1614392451556503
1.6155076241021256	1.7698641689532169	1.8229256610754103	1.2523911650340305
4.124563165092048	1.7902186210534712	4.213139892373839	1.3238508991603737
1.8334307239696452	4.6111373411303775	4.196421699830156	1.4193735869923476
2.099007958391335	1.137797055330492	3.0585280570059403	0.8836559598953437
1.6727160059876245	2.321354124826775	2.418594092991444	1.2670691328429509
1.9835472542351005	3.704287994302311	3.7103201889919437	1.4072392925739838
4.7633051034010565	3.82372730388228	4.0336723717231235	2.1249432987321777
2.312845941930379	4.600999276376168	3.9899432062332862	1.6331124072382397
3.3915428516636754	1.636300448579238	2.9818820225820524	1.3642216916928964
1.2296034962269942	4.815034399501771	4.627944432653406	1.131066589207145
2.1668503435656423	4.226331587775228	1.9648541106656343	2.158892847988886
4.8200803612376575	1.530553377380048	2.3731474507477923	1.7631490113088408
4.215266777345246	1.7420112381906678	4.750474033204903	1.2432816813911989
1.2928749148959144	4.702603972140264	1.7741344349908017	1.851203637762702
1.5773216888592232	2.6329867349088083	2.2285453412723237	1.3651291357645754
2.5052071742756308	2.4327159332821315	4.3645802129455715	1.181670200156765
4.788907147834525	4.534803317590693	4.195392080881692	2.2751558895578965
2.6923737248651656	3.8146406644148767	2.459719505440223	2.0433920354536075
2.9922580249499786	4.009696422992768	1.3589034881955515	2.9713989122205917
1.024496528942119	1.57704254838646	4.985649578454254	0.5692670878282395
1.0888180901394389	3.2837291676872007	4.340638334009388	0.9075791881490276
1.088560984654987	2.551683354747587	1.4488188925894263	1.3846267650957829
3.427645862742601	1.359513853968565	2.700224164126979	1.3136808880194888
3.9307363334214416	3.949757145659612	4.947057266605705	1.7715307061927892
2.1343655216712816	3.192757599759072	1.6657660213247634	2.022601721442693
3.839730737586912	3.5526785999625536	3.3808144470235213	2.0087120155242633
1.3476956146963666	1.808510160105273	3.15826388450584	0.8784806037971533
4.505527841186531	2.641569485681284	1.2971930937455598	3.0290158404374745
2.4754828163949782	4.708629578787793	2.958273037722712	1.984988950479968
2.0856843017959004	4.817491011693095	1.482979010424991	2.6029584793870613
4.062141647475413	1.3145118449943114	2.926764707777825	1.3507217054229026
1.144497312073509	4.370789930391546	4.202118491033967	1.0910714913573616
4.530975183437879	4.763401507832596	1.9401949549971496	3.3352757910631867
1.0062589957846786	3.4944538484074616	4.270612702102197	0.9074014079001352
2.9752212344403537	3.717464220756067	1.5853037033194275	2.6413551181819503
3.705315831492998	1.2518651603476152	1.8983399916448165	1.5631634582577911
2.558669343091665	2.3608686502595417	3.817987205095711	1.2578410418113224
2.0507958618658493	2.11455841525258	1.287317542949599	1.8353893864542532
1.0786154647541035	4.2527030976176725	3.2567057561236705	1.1867974164945716
2.080265516747077	3.0530649116598987	1.7619971655498987	1.8985620750700152
1.3478019095345903	4.4738393631800575	4.966175017624426	1.1019000845957057
1.203331795633198	3.5704286903364135	4.518474256928488	0.9751175475293608
1.3312987566671148	2.4810592387481054	4.157813044511526	0.8912998868165358
2.4446146133614413	4.641460978872684	1.2571516784186176	3.004268289965688
1.0589496739237747	1.6943217602756624	1.4731783292835576	1.10359047614483
4.2948914001628085	3.4483251806473456	1.5881939718378386	3.053714480770893
4.023778652381926	1.669289074629792	3.6027127174293327	1.3654254718261292
1.5160994887237202	1.3636435584633713	3.549179614141526	0.7632209695491418
4.2294492987494285	2.606669229235535	1.341134548408073	2.86713867538591
2.1528907062877467	2.1294161202383552	3.0710966561112785	1.2217842367906755
1.3083795700428211	4.412956807718872	3.544798427564192	1.2762505529510442
3.189661366671652	3.498074904605616	1.239531082716724	3.0002547409639035
3.4302136643428947	1.3050172037424232	1.3634399935360384	1.8119686954750391
1.7818943818547952	4.020339246655812	2.2000664275344066	1.804489806581876
4.010521655638889	2.530413017324165	2.341054590828556	2.0820462322030053
4.864561122969079	1.0143019730880831	4.858990073000332	1.0077027913903382
4.999300741406281	4.202851727187924	4.420074772717396	2.1802779263285412
1.3370622282079454	1.419802505669792	2.6269132649841813	0.8500939247564667
2.7292323042257958	2.474941129989542	2.993134342743752	1.5022409041348028
1.8033813674930803	2.5788085947562123	1.476215120792724	1.7749189200697055
1.17828819751587	1.201861612464466	1.3098605372440173	1.0397776228158735
4.742401648661738	4.103292652671516	3.957183646136007	2.2175443277948923
3.9052565616274864	4.3570754803154585	3.898984764122598	2.0890390493465176
2.4360449160569875	4.222398937407645	2.1469495839506907	2.188826582933236
1.431340325826143	4.049014450348917	1.1658172618500218	2.2296201269432294
2.4510866465284766	4.937293769936656	2.9274515354656314	2.0331946547759885
3.3310040401467957	4.166367998911305	3.166348162347872	2.09356794291382
4.290489774131431	2.477300523633961	3.2929769033168115	1.796587776480301
3.3832086524674954	3.63266991108008	3.6131171961389534	1.8443202531685132
4.589494056670076	3.5334522213769817	4.856768777943589	1.8272934754445107
4.840938302299727	3.087279077108809	4.206236059815899	1.8849763145830745
3.7460211293893457	2.5868302259865628	1.1834991283790344	2.861443028848825
3.901392642069332	4.127248907705947	4.5732210250841465	1.876415730866806
4.993411100380866	3.3376840636878162	4.010423189230604	2.0385725515779343
4.195267434873581	4.345740403178944	2.9970174183714464	2.4664202751389848
3.682104216669206	2.1597580778186862	1.908035758374793	2.0415373837759905
1.0689250838475255	1.7364275651842664	4.45260975677348	0.645646280138146
1.4669397579598815	2.38513971827366	3.207376695997461	1.044450993129213
4.537142648371018	4.177795175366652	1.4077547945779112	3.6694525934479545
4.876894534079443	2.8361699503209485	2.499583396705401	2.3523611156117745
1.0514729705585264	3.1392341000806114	3.7318126153151314	0.9404830957173896
3.4790450446859	2.2967488237286315	2.6110660028755457	1.749354603245886
1.107405502474847	1.690749066716971	3.6643026442516495	0.7148209111637792
3.1225972435940927	1.0923019669808691	2.4818672061333134	1.172303532295765
3.821601499368616	2.849074907262533	2.025773133358544	2.3183512167014264
3.356697692632426	2.174844209753352	3.280598281361921	1.4917418192105212
2.218992318197588	4.317991437278398	1.8981843495441053	2.2467233225576613
1.278098897401708	2.7433874488898944	4.179813014771554	0.9158985613144972
2.7809616013049183	3.0002656403823007	4.379427926732035	1.3802846511268703
3.1265789025322364	1.378857830233132	2.639428722593597	1.2780253614757433
4.050060924888056	1.3810602226765627	1.1700061158813315	2.1864674715698342
4.856172158324181	4.01563955021809	1.9403028414205636	3.1702217338250454
3.101832675595018	3.5698166750892217	3.68810359033317	1.7327287635686397
3.4858312143464403	2.2114380083600285	2.0267924078317874	1.950230425953899
1.6749920816840094	1.2675007189524594	3.029514533260041	0.8371320438012579
3.1176336023166997	2.043833438466077	4.430435028870379	1.199256554851997
3.6359572294194784	1.1292745596147982	1.4807149904223502	1.6652269028966011
3.2698385630754254	3.9270155950577488	2.2759774640710564	2.3752563615858757
2.154491531928582	1.907283982227205	3.1411379846991965	1.143764384972091
3.0954868454663016	3.736505779460784	1.3331258130500707	2.9455184115841715
4.8971145083071725	3.1742706141544823	4.53860268555829	1.8506786763220613
1.29540269255646	4.17705658509314	3.8650541333938992	1.1832044285739742
2.517442320481374	2.9196719770820665	2.2682890094992585	1.8001040164472466
3.251596177508985	4.9040946212321135	1.9965347851033852	2.8261114335440976
3.1297199716279662	1.2632773800551993	1.1072861636424225	1.8896099363778347
4.241844786169077	2.1232056373723682	1.059801239257648	2.9151519999433355
4.052885357465317	2.3242893177039328	3.4643849480398075	1.6489754169242958
2.4491743535730017	4.5887865257366816	3.9753112990665618	1.6814083785643714
1.397792763597827	4.289193447034789	3.822372224791716	1.2523990297422924
4.917714096618134	2.4640338945321902	1.1717080504826334	3.2158461991698344
2.7358757911588474	3.7764529684281922	2.7334972632107593	1.944155090228324
1.349623501008547	3.917481976013304	2.459394307955589	1.4662085162970488
4.030344901522707	4.019850172570605	3.2608030959955445	2.229018907483864
4.821382167630446	2.9196124394179934	1.2753729818322168	3.3222306079342685
4.588387480489071	1.0722565943652285	1.0260738951864932	2.189727571002172
2.6381993591228987	1.377215213281498	1.939656509660772	1.3686496693568921
3.1499154427862504	3.9295303229661074	4.2365377324540505	1.7092840128792384
2.963672452088052	3.4242131135474594	4.128303842687683	1.5678686191816495
4.254972182817236	3.608434620239381	2.6226714477147537	2.419556895507588
2.275656144943852	3.5476215779507037	2.7482411924031016	1.7139357656838266
1.4491226844407352	2.1480945895306247	1.6464553007194065	1.3750050897327342
4.143714212122128	4.98400437160074	2.854516925439328	2.6897864008451533
1.010798539486915	3.918597532740358	1.6192392038759214	1.5640193727664766
4.2457113861380895	4.565650884223128	3.612153637764549	2.316559594342151
4.0090793759540855	4.693285343910249	4.3247612641755415	2.0858339786458435
3.4639649255818337	4.585507179617499	1.4467474239788702	3.313477859220065
4.2858280160819815	1.3504544117830055	3.8201923746043462	1.2308771713318238
1.4723907274937067	1.6218672861386307	1.7975213437476725	1.1526094233890134
3.6475124636126153	2.7936135083195106	1.478373785414778	2.6253634018458367
1.1284873437980292	1.8787550445563967	1.4430748179116062	1.2121015375420043
3.286180964758237	4.674795241591164	3.9359663597023262	1.97561059026521
1.77528976301424	2.8702664390721067	2.1739792822623905	1.5309747582453566
1.0626361051540385	3.5848234956043874	2.0802019724997844	1.3532356195806334
3.5348506487228257	3.497756392600404	3.7359464013210366	1.8191981077299184
1.8715413748717853	4.675215775356055	4.31325229758898	1.4242889830380019
1.2099109766751934	1.7905945358278017	4.089802329907236	0.7278203205869325
1.6480370413429406	4.805926154801038	3.380775978915632	1.530607489450944
1.953739783487284	2.085837973809252	2.2864549685865394	1.3350339767281043
3.3852346462910754	1.258260664514811	4.252641637313063	1.000806932465505
2.6361791762226496	3.901159690913668	2.901804869266051	1.8825660573134304
3.130128132623005	3.7642170789289295	2.830696349831674	2.0401953148773897
4.588227443825792	2.2255651819593263	1.6312319736330156	2.501985368253968
2.1510824223550555	3.5897949065590056	3.1942831916365257	1.5548075330236353
3.4820809171026084	4.225363161433776	1.454830699151464	3.1801325495818324
4.8267251603333445	3.1134443168948334	3.4040177517529573	2.101120347087857
3.86246218130832	1.2153758506137171	4.665832161635422	1.0030506535535848
4.154955360704626	1.9154821710146333	3.299985157303121	1.5529813665180294
1.8477187939119235	4.939231778329155	4.4457634934150825	1.432763349587164
4.138166417355	1.2190920227979185	4.680839739846835	1.038150540901967
4.68117518611612	4.009542191379558	4.293681931533337	2.0907875545042782
2.4649643560330787	4.8306211107718875	4.1020157816428755	1.7037589328853158
3.3902883641268318	3.277957804315355	1.2335195693609626	3.0015596398035878
4.035825695900407	1.3353397749024691	2.8216126464891995	1.3820170360718462
1.5017517920426235	4.168894214957463	4.083273083114671	1.2382413535754837
4.847615818220097	4.340531938633694	3.3835555460884668	2.493727070941421
3.2533508999758376	3.384685256426933	4.843296312599289	1.5078358986461542
1.836124716132895	3.498131963697245	3.12564441041269	1.4335056146575058
4.327800021855445	4.9377687750418815	4.932342650418407	2.081480502540572
2.8502556301282267	2.238747873192358	3.0380924233370536	1.449252333888616
2.8435380391528025	4.318384441593219	2.3526298160371173	2.284616842089401
3.3168367640557146	3.0069194664046037	1.489616054011421	2.58753227457589
3.299915637054772	1.8362962630419664	4.366523515805288	1.1780260442715007
4.837581502755237	1.022519875361977	2.343124464704432	1.4529556143256084
1.9521654752824684	2.383119396842213	2.2079533381917766	1.4515642687089232
2.6059427199016154	2.3458349127768554	2.205409583961796	1.6648937643969721
3.3110804024526583	4.494388804828571	2.058723113793034	2.6885691634604814
1.0361514534783332	1.8408221203256727	1.4738406301057938	1.13760703764745
4.26689083221466	3.6111999281152247	1.4635754660639633	3.244695690464757
1.5923715805389067	1.7141852624216627	4.163735094056383	0.8096727852812691
4.571159473854238	3.0396926294123263	2.303683093446605	2.4559337880925907
2.3183482031280005	3.8548446276387502	3.4073603403997983	1.6195103937520137
2.6883424633008945	4.3917889602928435	1.5495626780459135	2.7603137798541635
2.707865816803248	4.886357080915525	1.0620512797151085	3.5296645004910485
4.260708056163735	1.1718479973342737	3.963016424838589	1.1224411850431708
1.3843204439101804	3.2665845241303537	4.288643519300551	1.02684594469518
4.5766373765252	1.503439809320671	3.4758170461526454	1.406979662879306
4.860660881583062	3.9755925775085865	4.8503077657267095	1.9960156787065533
4.800229670012703	1.6343009271869944	3.6077967837237614	1.4746059722715616
1.8891830749345688	4.612044572632032	4.2083128727489445	1.4388971775015682
2.498346159283296	4.523885617058436	4.31007285144851	1.619346579809087
1.1465036043003178	4.015764455628198	2.062965886072229	1.493914713663956
2.682679989105944	1.2339801486829685	4.784200192108983	0.8318286021756265
4.641289639174619	3.0226735687176745	1.5597691020724869	2.9990575755865865
3.2624781355053663	2.9297511862293537	2.4201443980695125	1.9873233477290504
1.2797609602789095	2.20035699284494	1.9765045464091089	1.1936090251215474
4.873037320189267	4.662773202422351	2.094110477041347	3.293989571084831
4.49531951575832	3.5718510388077225	2.9818789502894587	2.320502002720535
1.4948631953232483	4.715807801357516	1.5749215835169497	2.115676711514756
1.5320548752714935	2.6456001895655006	4.010394710087088	1.005323206415616
4.5313450609996835	3.7993266999509547	1.837194312972219	3.0611833399303783
3.720914576520376	3.5647575934107203	4.041425552042962	1.8116427476866168
3.6792874855053683	2.2093884689757246	1.8409371509300458	2.101350134442231
1.1022477200553116	2.679002084305902	1.9433068719489133	1.2326944399973614
4.360721364242107	4.688340401141862	4.171994811216913	2.213690275315987
2.7488481506764213	4.161809605027163	2.6352050152186344	2.083575656557364
2.612285108745698	3.3355613344685504	2.862385097556464	1.7447400156577748
2.5940727059579514	2.5821845962146077	2.4944304257044627	1.6386983542455027
2.495904315979657	3.643307763840373	3.0931798425542887	1.7145861448919886
2.2761715551589465	2.3064080502928177	1.2109302000818785	2.0821452056750607
3.8288858537801103	4.584165245204289	2.34566584355574	2.7354782742562227
3.5233946469398845	3.621874419847493	4.439924408879456	1.6953507043600389
2.124963504746892	2.6588546542420266	1.8192708330878482	1.7622777503280949
1.1629206284413418	1.1557773891499123	4.8574325717384115	0.5260278569881961
3.631242414425733	4.979745617135583	1.7542649806326494	3.210580793635344
1.9704984280194384	1.1280795368847971	2.1663227918638683	1.012969391241656
3.8516329875990434	2.7874103873853464	4.331799059190196	1.5743045641624591
1.0331362921687195	2.320357584393089	3.8897032564149248	0.7850512920151548
2.7802313023194563	1.9346879060465096	1.531016386868998	1.8743729288976447
4.089624358714536	1.7489737103097056	4.126192530292661	1.3166144157258062
3.7861710630805283	1.2031377177300793	1.3062049305994106	1.8674635229964596
3.8559977301903747	3.5701755552512746	1.1610615313530608	3.4433847581923485
1.3472156814050495	2.0801388274397627	1.7686474761351971	1.2587633384623522
3.970542647480967	3.2566224283052834	2.7905848042303294	2.1525885448841433
2.6593933745078737	2.0560538216454742	1.0342040351309691	2.299351765810297
1.9758377985051971	3.852510349994632	3.9642254492935622	1.3856973267568276
1.3795917474478796	2.8352907885543353	1.9856593066083656	1.403530095600375
2.7906966542400804	1.370828741593244	3.384338599014369	1.0631903179930653
2.421377825926418	4.962144408912028	3.595139660960442	1.8281342992894645
1.458830951718828	2.7975031607353045	2.2816277366139204	1.3374125174068638
4.8604523053007105	1.9584444904162253	4.200594276708394	1.5053538860592417
3.894259699176148	4.880031277184417	4.87274800259246	1.9748621297923945
2.3981271192954954	2.7124806559395056	3.2240762093749105	1.4204199897544136
1.3325342053530584	2.0251337746649325	2.3969624282928828	1.0610489697836822
3.616781635086319	3.2439428614892694	4.955208334426857	1.5387454549950828
4.685700248808109	1.4395767565160529	3.2343505935120787	1.444146051449655
3.9184569524948287	3.019593258904084	4.679659801208152	1.5901006771157986
1.1994871640491933	4.870961478859526	2.663295751771697	1.4811377526091087
3.1573045156194275	2.3872322021999683	3.4731672699898897	1.4731355753639928
2.379963388325894	3.29111388515942	1.9914407674213173	1.9832291482206212
1.9916662392792477	1.2904906374553176	2.4672011809244987	1.020665482472563
1.915635695981404	1.013801953224323	1.1303470716289208	1.3107718791059142
2.8419399551647557	3.5185269791762783	1.501923127839042	2.5802633823613657
3.1026827072372813	1.6603157087136018	1.0406830590099845	2.22487070971589
3.0343208653942235	1.40138849252259	2.339424805283252	1.3482035923356173
1.0372930119917871	1.0542874831361368	1.134333944348032	0.981883104660648
2.8843555388942588	1.5407530204645292	1.748797246615097	1.5941206210444607
1.6426839514946736	4.677521797323705	2.7604846929565694	1.6683695142206194
4.234775387434735	1.317662931169239	4.380516386102643	1.128638081460462
2.5436916564361622	4.925679765437282	4.1538326541559085	1.7367640521757637
1.6551969740049317	2.1675004462419887	2.9051540114139867	1.1112706884760852
4.187228194752897	2.3297637309725805	3.8287523834260746	1.596212159225025
1.2148917423118584	3.843070153733197	2.698377862950263	1.3153961415872877
4.118361930778474	4.7947093081200665	1.3522520240948437	3.821330285641002
2.413857551838922	4.07707980012267	1.0696791743974852	3.0332182090427136
1.9307333479377975	4.779891824318094	2.6164128165071583	1.8780928054744288
4.0592371301976184	4.466800311589918	1.8438357617961143	3.135879478726132
3.724814695965924	2.3803034040238016	1.906998908921997	2.1562210058730287
1.1834738215482346	2.8194237122986445	1.2682098992886175	1.6220488614699367
4.957013399329268	3.7384944731380423	2.9365214541749	2.512128374065015
3.835675381309508	4.7841328973671455	1.6244657912879066	3.3609902692275964
3.4969668872835986	2.4926331095588607	3.690947736620279	1.5367598019839164
2.349315954927925	3.949193629633268	3.3506813972528233	1.6640193061172708
1.0161413194827675	4.820148816104889	2.9657940257091866	1.285099593224034
1.3642857582190628	2.245395317530091	4.22537737170968	0.8514640732096023
4.366085047130412	1.1821683466229134	2.3082526946437176	1.4953542288940906
2.948555837777902	2.2527868451531896	1.1941954740660998	2.3584518740285487
4.112987791113127	1.7995116701547689	4.608051172460137	1.267352416571984
3.106065327721815	3.099603135326716	2.706970213764164	1.8858910527992592
2.810184212547208	1.1362275474511363	2.363716755455948	1.1622574405236312
4.8149451854114105	3.919926984479192	3.1258387130806664	2.4572615195923384
2.815808111311632	2.1522573678460044	3.5402373227313637	1.3083756149054795
4.663841974067641	2.626789207708806	1.405764910350737	2.9520803617809532
2.156698887365541	4.501013225844701	3.3427454688464278	1.7041124418939275
2.5911222885013725	3.2132042913400007	2.7620211661181493	1.7361994847766808
4.33435409976302	1.7943599059815851	3.932793289772788	1.4062625539549054
3.0834854437725827	1.956056613951537	1.0967399858129725	2.345091662742592
2.6718313577909125	1.4351100166896007	2.5715071226383914	1.221105685612485
2.6579281999244566	3.565506425442491	3.433955121755752	1.6612497425239932
2.4834475741370863	1.2977667616522135	2.278185852175389	1.1894090711674756
1.8387870857903093	3.0580066489479627	1.852063948096892	1.7424364446862712
1.8358361530539584	4.007791361027792	4.663254370686497	1.2561021486423816
3.5828410797713786	4.224667250042267	3.897842561391103	1.9705972837343664
1.069342554152383	3.1675401959799823	3.0162289062669205	1.0597107584223442
3.7125042640110313	4.660491983355684	3.763692377159279	2.1440865056232505
4.400706080774532	2.265581758247016	4.839423153881624	1.4353382297841981
3.859187427793557	4.861484911746952	2.5928937837927206	2.6899242086368145
2.7957679376892837	3.383452390626424	2.775437303011543	1.846141071998228
2.09711996343453	4.873160468878312	2.1700445267576813	2.1701146108010816
4.6793520185331	1.4273857117922306	2.6284018076656066	1.5941076749852163
1.4789640338311858	2.22917244758046	4.346129218163311	0.8709622310345013
3.624206517642354	1.676320701236666	4.4169164334612265	1.1728039805867028
3.514060716890848	1.735548886752809	1.480640078718297	2.0295432270824842
2.206701673264931	1.9498335957994724	1.6554906149555495	1.6121565984709867
3.21799638122056	2.2759630581399346	3.6975458023692847	1.4074034094995045
1.1010545130175626	4.3072414051312675	4.363171243927228	1.0425643924711532
2.2988788117829664	1.317331682465516	3.7328753360549913	0.9007076762894857
3.9322759008163146	2.9915108183735133	2.300024929479147	2.2615229955518816
4.661379495313015	4.8034567469856055	2.443875351458781	3.0268761217807167
4.08320436366166	2.8031043930249955	4.079310999152475	1.675046185638246
2.194585827091521	4.611904575657999	4.472877990782051	1.5042600286588772
2.17267455024304	4.896275850507309	2.7653182395692224	1.9613618255608032
4.5217106469066035	2.920935125182869	1.0116986894304212	3.6131562731551963
3.4671879371325063	2.3774197086194806	3.2441409431571464	1.594012650666672
3.4242845444656207	3.8099911863068687	1.4964815722326297	2.952644913871448
1.0971975790140038	1.8456972252852093	4.1964405924762085	0.6946757047260128
3.2495681321227785	4.922128250305606	1.2421914089390724	3.5883518919719397
1.052874061286019	1.3719608260865916	3.3340373877275904	0.658224185729053
2.9968659552398913	4.7256969031931755	3.0032544536615684	2.1715534622055204
1.0786989038804289	2.3377256842808904	1.194769540860379	1.4527966233457956
3.903924126066381	2.155570394300115	3.222123421248439	1.6160719912496624
3.598030081878109	2.501462828948493	1.808930876471404	2.230583246709334
4.7229480636321455	3.7247649187315486	1.4593876250686022	3.471927832982297
2.4011806770135617	4.709015517379877	4.0729332245530045	1.6661873608116888
2.7048726017628884	4.472118785824321	2.7972054980666337	2.079542909564749
4.436436115259341	1.91139801499091	4.556912664925008	1.364134927291495
1.8038775211603382	4.702698916513612	3.733457693935253	1.5073756429203478
2.9505903291529103	4.266542040977031	1.3201767277809568	3.0879939134809
1.4367132658820159	2.225238293772913	1.8212290210087985	1.3249241992152807
4.4637262349253115	4.809862829579485	2.5669911159184933	2.892030962284688
1.0703054071810243	4.681338599601451	3.828819286369409	1.143948445857175
1.204142884216204	3.109382159348609	3.2542527291513546	1.072631197115923
4.468866283528593	3.4384066911181024	2.0373719085605417	2.746263120084812
4.446708742462411	1.4557066342273035	1.3638739345338733	2.1785581570874637
2.6364883552060334	4.542595270502327	4.55488175532547	1.6215352622001793
