epsilon	c	I	r	target
3.3739627362787985	1.1663169753377178	4.366085275905273	2.364214798179616	0.06404009080704562
2.0875157699772218	3.5205266849864687	2.6825135640860256	3.7695193562446336	0.00437754918557033
2.0350413031215493	3.2352010465528114	4.148797015953059	3.8985535018101976	0.007951755962200852
4.526813046530352	4.678392173726738	1.7319429067438348	3.1968831716215735	0.000870244184726221
4.600729824724767	3.3434111881079502	4.66724873664976	4.237121047655955	0.0034088186247826662
2.678785025559836	2.253764190582356	4.931720464774042	3.322638912483546	0.017361235413901426
3.30194372910173	1.3857072249338636	4.055621799014064	4.2150028535257205	0.02415277729355577
3.1881824647248838	1.3033145616120794	3.9752213197899984	3.8694698594618924	0.030191751795930824
2.36723662194812	1.1519283023345843	2.7564592715414777	3.797415598295285	0.03677824597221056
1.4270882140251877	1.924328235473728	3.9107201842851538	2.3924713966257127	0.049228998004924786
1.7305966044389265	4.7416485318723876	3.507912583758719	3.4981259069134114	0.0041018416552815315
4.694966038507582	1.8730826049865907	4.31489372821618	1.4420795200672307	0.028910440567505413
4.679878800569531	1.7295661242160905	3.7751725046378337	4.660420773252818	0.009209220184698668
1.268325678129063	4.5790330822513114	4.2180245245806836	1.4491220342231457	0.017419910708975687
1.3910695571061087	3.33815604580683	3.2135633497233487	3.4194480925347133	0.009649145754152334
2.3074738306320057	1.8452967152238249	3.298034776475634	2.3239774753704268	0.028745789853469025
3.867225051981616	4.007292370673339	3.1444617636799435	4.176582207295958	0.0019294961226420464
3.487923872409753	2.6485911618941262	1.4214688582784551	1.3211682536263272	0.006998460298703799
1.340457811026321	3.2085889066749447	4.973092169100067	3.7335457477382823	0.015361861942079403
2.263660093946314	1.0682262176166963	4.165134646792113	3.887596255969005	0.06601313250979482
4.6669999215960685	2.4299030023982193	3.0752754907801534	3.9059300285170417	0.0045474091445651356
1.3446098559036457	4.809407652736032	3.4311720466011746	4.599432682149149	0.0038174986259065257
2.6788664435646643	3.959240346330666	1.4263618900904933	1.8374450576929853	0.0029421221616934092
3.186706583871925	1.879405647777716	2.458996821862974	4.200778158838202	0.008276852560270736
2.7775182448258904	3.257388244880404	2.2117014882080404	2.672026531167552	0.004470024524030524
2.075209480628394	1.9074229515531889	4.122728900583804	2.0699817228242523	0.04198386796436589
3.9868759569400765	4.372948139149075	4.629598542193351	1.5004982517051195	0.006440900542349629
2.7391188777249265	1.1576488130764542	3.9956162685137384	3.0455702949985346	0.056881459824822976
4.264996956504715	4.308233341234572	3.0260042265427414	4.298721921366388	0.0014152499540785667
2.447795060708009	3.3493088818232475	1.2059164546321308	1.356691721786853	0.005151939107800293
4.881958490448529	2.499428327296381	4.116289343817442	2.1637559589442867	0.009927554772521578
3.3089280169796385	3.6423117834402334	2.7986233565554475	4.3378389926454215	0.002339104370723048
3.8652166087669153	3.6894007806382576	4.320922544309508	4.0811434486454825	0.0032027957621878463
4.9203458931280615	1.0529595148122857	2.422404573160424	4.518493479574117	0.015640627346652284
4.999232497565818	3.9555936424718703	1.837955784607796	4.801437751441842	0.0007788560774019501
1.7477155442528831	4.5948848483810965	4.549612790668039	4.522489302254973	0.004339073498307383
4.490080201096472	4.547358722289942	4.758623334802665	3.2686659870629624	0.00249550468070552
4.417677568763218	4.789140718231327	2.097827174626741	3.5725002754650013	0.000922376769468635
2.8800103274228595	2.5135717981035923	1.9850610017957158	2.4019786213550933	0.007228500513744162
3.767714619731041	2.983721808101795	2.629147718654844	3.9733214663723864	0.0031396899163974572
1.337467968597538	2.208343484893468	3.1819110173412035	3.2967440421341254	0.023550834125203337
3.624812028574219	1.9421323337969645	2.5451408423810817	4.887442027736912	0.0060618781874748244
3.2870836942284205	1.7631170140074408	4.5896722252448905	3.052057503231041	0.02342265147497056
1.215361533745961	3.2994335675299364	3.2190167618772714	3.905167067056088	0.00991561116552986
1.3149649251534603	1.9785039048641682	1.3832868967687468	2.5029626115359407	0.017087952973212982
3.716262624412975	4.187133898070727	2.2887016980542216	4.303759826876076	0.00129903604019649
2.9650074935678803	3.95196649104021	2.6116847420600897	3.4943145474319905	0.0025687780695259604
2.60524584371514	3.164020943219103	2.259874312698842	3.0716025819715296	0.004489644796171322
3.2138049798357544	3.352609790115641	4.486279722593627	2.9142827085829834	0.00678249158593328
1.4385138453134825	2.3784328304445874	1.8664979124653704	2.0968061095686163	0.017409790241928052
3.3719300207740623	1.4345278704765887	2.0986929278855837	4.435450960276848	0.010852622965016686
1.1728260418435053	4.971522317622688	3.825592387892473	1.6506058738559428	0.01272515417010417
3.7598840902084367	2.5548867622753826	1.8375913187502653	3.4469036982320667	0.0034571812047304146
3.8383000634861166	1.4142092924264775	3.4791896280462526	2.188108425617116	0.032965760328507863
1.7003640018029054	4.391207255021152	4.153995203928547	3.058731480366045	0.006592270159124568
2.2433810996512187	3.2383872417090016	3.469890800664475	3.0740142484078423	0.007636062013044305
2.7952473974166865	2.2946679588716146	1.102106800405248	1.5463359498200129	0.0077069050127332155
3.4723999113473116	3.9193350095842017	2.7435593619763656	2.365989502948556	0.0034599288602772263
4.0755906462738505	4.420273823075108	1.802152997493931	4.184767927817327	0.0008606994150949318
2.0279965468305647	3.851437479423944	2.990454236819378	1.3280236856373788	0.01191347768580256
3.0664931527838837	2.5637421820389705	4.020268029515302	4.3445793964243995	0.0073069595687926675
3.286848476712834	2.5199309344079284	3.3582823569279605	1.7732433896429916	0.014441490885630587
2.5769351500375683	3.510074995967288	3.6878315208121233	2.383396465590227	0.007756372035768713
2.6526722515297414	3.7480866751162676	1.1218763688008422	4.7694592717344975	0.001004599926119424
3.6836638935786277	4.131479134303891	4.440949156887834	1.877735624497332	0.00598646382118475
2.6056517740997784	3.4895768733154635	3.6854833789423296	2.1969890342021494	0.00841443159631655
3.5293272052614557	1.2943828401071138	1.9054820076411287	4.35215155425147	0.011784293656079529
4.057312811991373	4.741064765582249	2.477320196335163	2.177808278434393	0.001985145584296246
3.2920294170580524	2.4682901639559134	1.5296832610062094	1.0054522387229774	0.012072690527561986
4.4963279873310595	2.2241389443474318	4.4017150530745415	1.455085922266263	0.021645698490802147
2.6695939382434513	4.971544745146902	2.204898650512958	1.2848492588238232	0.004139316859845043
4.3144256048603085	2.936390140877092	4.776177021704021	4.49574641939356	0.004545150207533156
1.1350201590983056	4.36532744991052	2.6164346742548026	3.66138854242649	0.005258319632615117
3.459775468944028	4.5504715677282945	4.75116203032387	1.5066690272949566	0.007005536292595106
4.530687763684983	4.255106639745379	1.9476757322049905	4.520466254323172	0.0008359273261222932
4.458763499269232	3.577598789246112	4.387965924409972	2.1653865619123143	0.00565132434914342
1.2819303688702748	2.6632067397357995	4.831751196465211	4.873835406630784	0.01735320260627238
2.6096320426761754	3.589493403960858	3.3964558322178173	2.225089068209951	0.007225253806402667
1.9202184021150412	3.0720820997410763	3.0603172344629663	1.5732278970329978	0.017083571822417442
3.603275992692837	1.0034394888440406	4.891583768388946	3.98084283512938	0.05390321770665931
1.014927614443343	1.862244591174924	2.2350799326460002	4.072943848499458	0.024813970182835432
1.3747192476072712	4.4751790843505495	3.9508594514248485	2.054907784264296	0.011114361613576151
2.2545528002965534	3.0280868890739674	1.1596953038610915	3.46367276991736	0.002577686508509529
1.1710560184681076	4.877710599164928	1.205377589369733	1.4687186769114209	0.004688078739607135
1.92811928168296	2.948423781294661	1.2804944575448869	2.6075092075603448	0.004662923337847555
1.6619310824033589	4.8718429848518525	3.0425172186149445	3.6068341886997968	0.003403513068751648
1.9170253528437289	2.2815467819515933	4.2314699934411255	2.035083586657501	0.033162138795531544
2.95050350701759	4.202230737901612	3.0342826597315167	2.011708055583452	0.00460739329928055
2.6316435811357843	2.4473438818686204	1.136734290588616	3.9810630437518912	0.002883121687914835
1.5099795702624248	4.570862334644177	2.446798977739898	4.78270564953189	0.0025809370654964487
4.153855076117543	3.6033413379949857	4.591181086794638	2.548266471266784	0.005316643813708002
1.2824660557456269	3.4524990149358032	4.788983148404887	1.9386245058110911	0.025719157409691527
3.66334957824058	1.0083583728051375	3.787810481531249	4.0079016635462965	0.04038156393833283
2.826117515598455	3.550148053163788	1.3943048654942882	3.1476762764809667	0.001979268290500156
3.2834255641541605	4.479836775181312	3.7841555945749334	2.4066840130524283	0.0037976810486944437
4.218920827742553	4.97900050635206	4.9488882022781215	4.6091144656710865	0.0016338965827898467
2.5944622011568845	4.033722560448736	2.0101987088223003	4.813840357966943	0.0015743744809980859
4.916421465750854	2.8719051140022245	2.017975846398616	3.8904596986476294	0.0020358505536702213
1.3880381962553583	2.9990530569508485	1.0343417102138588	2.9429106259187137	0.0044806124505287395
1.7366946344622147	4.027557922514301	4.585382067500513	4.394390316753636	0.005895083736094113
1.134215869307142	4.704309846646987	1.3412510007868748	2.1823819974825285	0.003896833621741968
1.6120307788930368	3.036395043816768	4.414809832461816	1.792690673767261	0.0263716252869954
1.483283344687479	1.5407490312313583	2.344983358240716	4.333014181674528	0.02446143097305338
2.500069946239169	1.823104792529541	1.6628207510481008	3.3457405425572437	0.009519143709710656
1.2811302585695148	3.9802803172410752	2.9038445545189275	2.9194044855978296	0.007799712924550102
4.293052544039696	3.406483880762676	2.9908602175111425	4.895810032441535	0.001951698864009812
1.5028492093790489	2.563293788800744	3.5054121518255776	3.000577065662179	0.01882965038637413
3.1470438106588	1.946812301830964	4.8064769690231754	1.0523535050983428	0.060944482378525865
4.3007635117982135	1.9991475891692128	1.7586143452964969	2.2154614167996454	0.007350066603876558
1.8350745390126773	4.752522354361718	4.674912022230592	2.203826825571749	0.008145430876576593
2.6169071982844114	2.1918681787711987	3.10415624998794	3.1785295193272125	0.012362897570598405
1.9813842068321	3.1470780850848628	4.351460757842439	3.031929995494949	0.011639981736712305
1.3618273895872952	4.100967135602853	1.5632014483127643	4.22715954991045	0.002569755461437175
1.8615607064897928	4.326447374460579	3.5929066160562764	3.122750971109625	0.0052551928114173115
4.013064326229412	4.53067002714055	3.240714611117192	2.873808538391828	0.0021787234124686686
4.101447339673384	1.0784185462448934	2.1733966995451617	2.1910180995649564	0.033097968146532555
3.0520428518090266	2.242828347664411	4.811641834798838	4.5000314643025705	0.011084476149415472
2.8538057813977873	2.9069002890562623	1.4932866247636278	4.345131702811575	0.002268170400201302
2.608936090594598	1.6316466511050811	2.505069204830171	1.1216054063939764	0.05117809278404064
1.773401041109071	2.561265358303606	4.238941169972305	3.7697579541847146	0.015383244557354637
2.4637802441786945	4.63034194900944	4.935780966081863	1.4427203342813	0.010307794689088249
1.9546823991571904	2.509344314288224	1.8867905614416671	1.6344630758665848	0.014926981618968925
2.2401469862471237	2.7893865980768684	3.7909419284105987	2.3594700919095013	0.01467097075778647
3.1511171787147254	4.07156431146556	4.861287566512809	4.121687091628549	0.003593430705536947
3.825385451996388	4.581825182489375	1.815912611456884	3.988267118878587	0.00090235744697824
2.2275887330675688	3.1181922627594036	1.8986772595733663	4.408568751869163	0.003164702358685203
3.180181086505496	4.317301315529673	1.265572116815648	4.571572450846089	0.0007433012304509759
3.0848983740597795	2.4825174534189953	4.173232630328768	4.140287841951476	0.008437945348631222
1.9749547855015013	4.988314525676048	2.08922173750561	1.6531496898902085	0.0040928673757692
3.9857782153264636	2.2779017640372263	3.466370352950248	4.334905867808175	0.006153643194563132
2.3581446703509537	4.588427788652672	4.508539117594816	4.19471610530082	0.0034455229932605965
1.0390996808554758	3.1094575078666846	4.223934378683343	1.1391674654666066	0.05873855480355274
3.1746609731824433	3.464959716574822	2.8425737642238684	2.9800917892570657	0.003982983443783033
3.5256036191844	1.5181154921198081	3.838899127389208	1.392247565725418	0.05400913941536591
2.003856047691755	4.68476115425267	4.6547717399538024	1.912428114334336	0.008808297481580145
4.196454535762028	3.7313721330517584	1.2565023708714196	1.662382038177975	0.002058889109420444
1.58573170906593	4.933969833829329	3.638209138258273	2.043328554675565	0.007340859253954291
3.4903163239392048	4.150189995656794	2.7637677762700235	1.0322860731688568	0.007087953596067872
3.8321568044283865	1.2273097290549275	2.058718560228763	2.2722669049538458	0.02498078854748336
3.5911164570867635	4.833577573902429	1.680474458257372	4.4347052285691255	0.0007188204343830794
1.0657371897153527	2.5186453515597957	2.059918686953443	2.4653924839187487	0.019669801718610457
4.5977632027097615	2.0196615435534597	2.354644302660281	3.8195916389936655	0.005231481769086671
1.9548977695432816	4.136497400261767	1.811051641983611	3.7461188465353015	0.002300275490933456
4.18627092187415	3.174902960791889	1.658063657741343	3.025494292015876	0.0020669822696020514
3.3736935540479798	2.8169045140610343	3.362956270967828	4.364132721291067	0.004581350500249788
1.6912366031367707	2.0730275493567807	3.2360136711943084	4.2135868179386184	0.016817599891163715
1.2764763505326835	4.448840361825635	1.944285757879148	4.235142395741766	0.0028920499676944587
2.465381766612496	2.9269475045426496	1.162109036687751	4.831809066892867	0.0018123547030868734
1.0280470251727911	1.0122688843880283	3.6934518252935287	3.11404093265612	0.17919401396809304
4.744948680187711	3.571640493555537	2.4120753306087592	3.2641451318631285	0.0019430077927563988
2.5576885931868225	4.180069813020261	4.652050354732584	1.6281042896739877	0.010175777004178259
2.230701792686017	4.835750369775697	1.1792393780386659	4.5409912774480565	0.0007923228362617218
3.5200353978375554	3.9091864018111653	3.146823888660955	2.8183115745123413	0.0033035719974275576
3.1688828199316665	1.0109251528145655	3.4186602559776214	1.9534926234637655	0.0860042898898343
1.1877092357293182	1.8426257867875224	3.114430994647148	2.9706486646856165	0.04137739356865238
1.7545711349926294	4.762317457522563	4.3177522738133085	2.47574574179515	0.006975320184728507
3.1434510943128404	4.5331946618128445	3.9376513629647585	1.3604690141201001	0.007131046901494837
3.696906476103724	1.2663476166613066	1.1670802795890554	1.4992799593620427	0.02089747372504061
4.598255517362963	4.7401920467763565	4.364509957705248	3.8960940560029553	0.0017256042926786432
1.3055937170884455	4.300356287543544	2.6113098931557355	2.5697671100806865	0.006698350218423797
4.486279908986421	2.046234630757545	1.89042057271202	2.7373582862980896	0.005851264010855335
3.064448239242112	1.6000360797440243	4.747980491778599	2.6874621128381357	0.03584056647907022
2.784078996093833	3.6545668418220334	3.7494065067722713	1.0897287891521523	0.014726883896233837
4.945093588063627	1.4904555605202598	1.8108346600138845	2.7121612873879357	0.009673214962086344
1.6813091402011635	3.6549626431788993	1.4851245325521494	4.3337197302552335	0.0024283356946725038
2.0947987766830023	1.783857664823408	3.399168240962266	2.274462084315671	0.03568218014109086
1.9802934808011992	2.938145177906204	3.858616738053671	2.8286342312144948	0.012699859689493827
3.962069332352648	4.600055975258506	4.949506658296143	2.8514386747572527	0.003295108390155593
4.1450919243991935	2.67739196270404	4.092227667562948	3.9124719711675247	0.005602354713887136
3.270332601193433	4.327879987581451	2.9964804358128285	1.5614064786633537	0.0049862409245371685
2.96720959995966	2.8658960704842253	3.2169714270838536	2.1562636621377718	0.00974308231350277
4.1768222560084185	1.9088105947120455	1.5653614942059848	1.3554457306385204	0.012077609292566842
2.9313457938415897	1.0914243568130475	1.9968326087173112	2.8175253858047795	0.032302759085637026
4.433520326385371	1.733023884905068	1.3882999662192912	3.779738682648404	0.00439019558722785
2.3431353099561085	2.3951915121823157	3.042785868676676	4.675602004106393	0.007705061854297169
3.4203376879593415	2.169090151345328	1.13872660915724	4.636070005421359	0.002429212038935626
2.2656010133216573	1.1630445043125914	3.8073069364558623	4.705313691101363	0.04202167334674085
4.618247860161763	3.2741724801811216	1.392541606755735	4.921101116003585	0.0009096737809434533
1.9067333906350363	4.159226963879243	2.085270220425359	1.7536316135008891	0.005737581860660735
2.5854445910954573	4.587026723456627	1.943868332741033	2.9609976006951433	0.001920662891455764
4.253569941034745	1.5298795971526518	4.523378491061068	4.813055153107514	0.015024296236035432
3.667100966905712	3.5321695690218995	1.69327133322671	4.632557509271199	0.0012715103841150074
4.687434105462403	1.9911195762150775	1.5702887593049877	1.5809224473749977	0.008506662985087999
1.3877320651915712	1.4606273178919156	2.163554692196096	4.052693759309326	0.02869853721531009
2.551676983808686	3.328617983967173	1.3530252668334914	4.026265880455033	0.0018917771733263323
1.4773387933835909	1.122123469146707	1.9235684643919364	3.8927058366993714	0.04227803562334469
4.429949035790738	4.218054763980647	1.3903466616825098	4.717148068778559	0.0005951693576990841
2.0433289165299757	1.617747978269268	2.7179622151510983	1.9310586469267803	0.0418897791185802
2.0017500139170314	3.40969340822068	1.6799216243432555	4.37928676763139	0.002623404547488132
4.003739833102527	2.6528282651484094	4.278010428930996	2.703865924718824	0.008937019318850813
4.462039186494484	2.422073209390617	3.8685507512750714	1.0153556741109462	0.023165534133650655
3.0745964816995377	2.9042042131649657	1.1807811567605797	2.0725381404041605	0.003496588991714116
3.2399266504153315	2.681999539805676	1.109457307123516	4.314737605983913	0.0017559969627252453
3.9512486982653976	3.5029556133723436	1.915951136398331	4.225621712260322	0.0014883679539981615
2.3150190503331194	4.415343733249059	1.0415926799723607	3.245498840877732	0.0011317564685068221
2.7194354945376267	4.623006580768381	1.8211791143211584	2.8321211521260943	0.0017608938638338488
2.5628280319929693	1.33746128047193	4.545816637192676	1.70317878667188	0.09265948977401428
3.8250942492833198	1.7580570825970372	1.2111970436648891	3.6323880079993485	0.004488845065039151
2.9237068922580667	2.9883670109271776	4.0528431886459915	4.449277725889521	0.005552501929073787
4.844242453955261	4.900327935282494	4.8885133268095	1.0372720283294652	0.006448045719582907
2.454112505897914	4.057290970990416	4.067171567911917	4.304381995296378	0.003722502866357604
3.6795480055326455	1.6623559638903391	2.2543391536299278	1.6759759878855058	0.021053730941097613
4.668716196972658	3.3358293731819963	1.866276450723114	1.8598210881782669	0.003074112863223422
3.370810929450625	1.5359011148478827	1.9585969390859452	1.6796489351140869	0.0233391899976484
4.751212229587298	1.8452896466456656	2.397466945400783	2.930916812479079	0.00804703235262136
3.7525599634608335	3.002720127235901	2.6475413356849007	4.337392541977613	0.002871288303799169
3.01586736271825	3.789116631022552	4.744996922744091	3.2310843871969688	0.005397834713867447
1.95856311498305	2.760091652679149	4.2248163522452495	2.1866903952668726	0.02060896070013734
2.611635580147255	2.336550070836025	4.6836128460556266	2.101369402468426	0.024879173852608183
4.5197749276982355	1.6168686421871747	4.1262349169306045	3.536576098726373	0.015715376446789168
3.8298518674766115	3.476471684401881	2.974468514788257	3.5312030078863033	0.002896326065659721
3.3119845877872383	3.0388416112946866	2.7194639276181625	4.262173227801595	0.0033202279480269983
2.9812913112815886	4.773926682147371	2.7695137721836107	3.2863943291575684	0.0019740042538448173
3.5937452187690337	3.8038884505310713	1.058284776922772	4.339830368514795	0.0007463578353323702
4.85220558124996	2.3975202453212874	2.2245905351771054	1.5000362592341308	0.008462617278140348
3.388048379131701	4.016661120469431	3.2087956191316858	1.2561067210349168	0.00743799119844684
1.0059091013073296	3.6053998214866567	4.554365487593823	2.388852617704368	0.02320561334192076
2.165150913389541	2.356994598480435	1.6320987445181778	1.6775484630484865	0.012873188833361865
4.106200824352083	4.236472037661509	1.1200254427686778	1.5548391733851954	0.0015556563702234442
1.5445757919062229	4.82439032456067	1.5728884262013831	4.725023085098892	0.0014737370919333794
3.2535567730383317	3.15989920121084	3.557465814377881	1.5616442080417103	0.011160250034359576
4.803724365987822	3.1534316639344264	2.9252530900875966	3.3528971505417435	0.0029068218666120074
4.601253643368207	1.03486846898869	3.7641895769227447	4.778720615619184	0.025440959989334943
2.852058144488744	3.4015266674274933	2.882494148978473	2.6495135722983263	0.005247063041494375
3.992106582267781	1.2501794677315776	4.654843402115019	2.2559163628033856	0.05263266500912425
4.426027836192277	1.6749169491335891	1.2768861353557113	2.6878683905269702	0.006089247230270518
4.415187931238479	1.6473718378188869	1.843366999103952	2.868291722302628	0.008536427411333434
1.8809403973009415	2.2650600742510383	1.9001456576491007	4.712621014598962	0.006649822082652368
1.8333534675665848	3.155816236469032	2.114981151834991	1.2081384878411798	0.015259499745183432
4.168893357943517	4.959320782807209	2.7371187896806988	2.4017148855717134	0.0017689971810265297
1.429646884620511	1.472698762097555	2.709432454678739	3.9218931899197553	0.03546059943602569
1.7714213451785341	4.737065655943597	1.0242087598462857	1.9374512411484213	0.0021165920190021263
4.5887508104718036	3.4887109336574245	2.360644767416059	1.3181429130480606	0.005103449534607528
4.960025382156936	1.3869443134045598	1.1925534602042327	2.2758547939401024	0.008740806209215163
2.491835330601732	4.800463412428012	4.853612962925936	1.2453703803671536	0.01080192292084525
2.627382026209929	3.2281518237802582	1.981912046579819	3.939912893147993	0.0029240632359209748
1.1656522450394355	2.35263814459485	4.691746526306707	1.204393769860174	0.0960963516169916
3.8458377505794985	4.5604521734586605	3.2834744488343253	4.114628623037277	0.0015878751810188745
4.857681116304537	4.2564518818042005	1.252762071043083	2.0901450184689416	0.0010838965900796737
3.985414365714403	2.876252798283717	4.843135121706559	1.2021142346532634	0.01944793021182298
1.5623260227420537	2.0282278264769946	1.5909122410451668	1.6272531378589792	0.02421063037081943
4.59644365921713	1.2640864021452909	3.000124500222195	3.3722143279969625	0.01927830201008157
2.9862050597185275	1.3459076634217135	2.0927305564102854	3.577052797129177	0.017213054268730533
2.628074672522449	4.783845121563568	1.3084169340060403	2.679821974648754	0.001292017575499407
1.6140356754359435	2.3522848583827534	1.999124473672332	2.740067391725649	0.01300186843938056
3.2597569208237696	2.246275273306737	3.101441022859824	1.7734903778319278	0.016921686823062453
1.870724396801564	2.602364733693708	1.5283712953046744	1.1214724312208824	0.017120413995593324
2.5541875010687454	1.6835441780811569	1.4786290402784736	3.5497643431400587	0.0091575232639268
3.0823577546957406	3.4827608545478865	4.518517072927205	1.6480311711203264	0.011671328282957055
4.777603013700039	3.802461515621284	2.317045990791997	3.1559871891486497	0.0016915305256937918
4.4673792892744855	3.084883022874485	1.2296106311961172	4.483987028527947	0.0010265808676089918
2.0177119899037077	2.664095958219878	2.216547184060986	4.368889301140442	0.005638546541788461
1.8002574600045906	1.9809700710469764	1.3650098166631413	4.4629139368716935	0.0068904398639020965
3.507007841912464	1.0453602031537623	2.9570469115699547	1.3642757517144268	0.09001347412215158
4.194813336923026	3.5919734085229047	2.328926832399937	1.3694152647425022	0.0050010586257571606
3.0212771069511346	3.3664477443722416	2.790961595172835	4.346053216396721	0.0029850020742789433
4.802077230401084	2.4874912386630834	1.4110347356519752	2.2364062669111893	0.003379518872889073
1.678609653309985	3.94645186858249	2.893356916487566	4.979724126714776	0.003537150354794451
1.4254822287616	4.047794115983166	4.449122605506727	3.055173555518285	0.00992338822607768
2.5063267320532163	2.4810423434271343	2.372402538001924	4.0357315904482745	0.006064293307112652
3.3085945405302866	4.252258414339631	4.331946401350732	1.8285037454369983	0.0063026690727470275
2.4270422445417337	2.014567161416051	1.1194125527972236	2.825577330157525	0.00640121287811648
1.2421664896779596	3.5421780859358662	2.9776972401558632	3.172483938028288	0.009584746814254792
1.1315136247581754	4.9049600771022375	1.1814292763292484	3.0657506157443533	0.002252995346176277
3.2542588827894505	4.563472288026784	4.050865474602961	3.2653981109793704	0.0029133246349000398
3.5734879212531085	2.360220304048516	4.102005365046833	3.794612542910477	0.008642741328948463
2.4647334050098633	1.4704041779791988	3.7674362359412004	2.18161594665168	0.05157560552288036
1.1248731188348282	3.950709035552482	3.4534516959075483	1.8301061714779452	0.017105808354098744
4.061522545855878	2.5780689575679703	1.5586014267498247	2.207896972288846	0.004161965440272136
4.210950937184665	2.7778667409762234	3.8754940033575385	3.5332175886115715	0.005372467780876181
3.5830169386531643	2.3826780085559087	1.4096635231463508	4.119989243806134	0.0026770712944480433
2.349249678172697	4.157301853900609	4.047187426469414	1.7628665929989331	0.008999154481111809
1.0760909545958417	2.2273752628259875	2.413979833565934	4.660152655019938	0.015442508924210563
4.425777631659125	4.0845548506020135	3.5851427699301577	3.5566744581493683	0.002172718269600081
1.43650570537489	1.891731869795326	1.4281043759995522	2.9782317397864215	0.014845508493937684
2.3257272908509066	1.7557012721643654	1.2935370980881502	1.674610581774412	0.017148461091019366
2.6083768344684306	2.8390120964744168	3.7647697583279647	4.174961030757748	0.006826550484597578
4.374426548894953	1.7153690469287477	1.1323654538218708	3.7829880809835728	0.003701139914886373
3.2822154742663217	2.7637870772100475	2.090939326333914	1.341027463003157	0.009898004303288329
3.2300086689219505	3.551748648286713	4.577998152766282	2.6074180298203293	0.006857991537079503
4.169717084815252	4.73004427133203	2.394664985197158	1.6361919456380436	0.002496856854865107
1.3157890623350994	4.352213400357867	4.468475770189934	2.9562061460608233	0.009652463940750772
1.6754827568667934	3.4465586485553534	1.208382106831674	1.581885481712327	0.006108549091087943
3.762901510646908	2.232147882544667	1.1634111451045612	1.5147462677036008	0.006519956250410212
3.0900471099178417	2.388353722580041	4.045235084606188	1.9226036118636385	0.01899816902718975
2.284215830889326	1.3334606411493084	1.8566603241191275	3.575130133794416	0.020349942848800318
4.452608578082753	3.62377364095236	4.100635036364712	2.5652047273726177	0.004351235370620888
3.9421371993520657	3.4032834036173703	2.5163601011458763	4.411600655895155	0.001988239798069545
1.7416141018196565	2.195739515668352	3.6369376004169904	1.464051568675381	0.047085375610750865
4.239211742236494	3.676331216815905	2.9019457250324368	1.1752662494525263	0.006858968040806491
4.0071188820285615	4.81487931203716	3.7498534127807472	2.5473591805579727	0.002521977447273671
4.701498125802866	3.3615829340356087	4.2188139681526415	2.1915572949167688	0.005766784864826954
4.035874759976363	3.865762967202667	1.2378288392492671	4.113289273914405	0.0007941149128099938
4.224571590361867	4.38436483348697	1.4692711698766336	4.8514548301199785	0.0005935455467357834
2.660716700727776	3.2302222685829443	1.4852332232345358	4.938080952678559	0.0017242218036335744
2.086506284713379	4.578208921740977	3.663474655732242	4.705897516212113	0.002833087227423682
1.3063626482165107	3.5902363297498514	2.1601473281600723	1.7226574113437372	0.011852085014827709
3.2773853091943383	4.997986327397161	4.261538635420234	3.1616617888963603	0.0026203151098676105
3.0579766520231635	1.0170213778130703	2.864086318922726	2.9989500344632183	0.04805545298220422
1.3592931386695004	4.786433662429932	1.571498529603276	2.665811783131291	0.00301277996283126
4.115340729611023	4.006485915970389	2.7071231540167053	2.84225039534815	0.0022947362181366354
4.613624989331272	1.08202612013539	1.9357668070986584	1.4205374800555264	0.04015158493610698
4.452065019317119	1.174466875080157	3.7310991376779663	3.439970377105188	0.028109891844809685
2.3220675377315003	3.74378039861901	2.773654048889751	1.3987325860083066	0.009697106185084351
3.9793784631435605	1.9682472975732748	1.1045111157253706	4.45646396954608	0.0025587346490845517
1.5213531154632998	4.531077277503979	1.257657572575286	4.002840681104459	0.0016009629093032686
1.6728089668214103	1.2409998507568492	3.0528979268851364	3.7884599063886255	0.04978286812513895
1.0644006848426328	1.8078931883013407	2.6019510695798203	2.3287908039534058	0.051113791517646834
3.5620032692560133	4.367808458764259	2.917264919920638	2.220174235239736	0.003077424869313003
2.3176556795517937	1.1540549953725652	2.0432354989059367	1.0102349199065097	0.10428317722017436
3.4256400244514955	1.060890118315971	4.573566020826386	4.490898719973745	0.04203966928500488
4.077530681784303	3.3203156689171904	2.155568722851814	4.495804514002186	0.0016975344574875696
3.849004251755791	2.024067256331304	2.1186708034119643	3.662652950381692	0.005838342575069338
2.3503588353910696	2.3618519728352863	4.691013573743554	1.0138909725616347	0.05616374290822023
4.725609934436196	4.691896835111503	1.1074052554629032	3.7464443275828416	0.0004522230023917452
2.4914700078166163	1.4368463812211845	3.7101409952120252	2.279779837239712	0.05035484888448916
3.801366183449605	1.9160395786301363	3.675696773900408	1.3656899981580573	0.03069439102004892
4.359465351187404	3.449763583815796	2.8131324051456925	4.114029598641425	0.0020976401938552
1.1597057304020528	3.729048069119772	2.9569863932927056	2.6141189237633	0.011163499321644359
2.2208032562755875	3.1427472828351815	1.302024164914052	1.625990814111761	0.005810213401618676
2.100837006459477	3.9127880239136914	1.9259232593694424	3.4782887051683784	0.002739860701757436
2.3260026486563232	1.9651171714191744	2.451571819391826	4.92900782405237	0.0088128857209979
