omega	T	h	kb	c	target
4.146412930153371	1.4438222433700565	3.644810562058727	4.37231620976888	1.3924882043823468	4.659371852748516
1.1038272424507216	3.21784039313352	1.8551138692500508	2.7295266575828587	1.0269308480805155	1.0092287366432315
4.038650813739931	3.4180334482789907	2.269299726917162	1.0119792379166563	3.8921554160408927	0.30335905337162866
3.831464165353768	2.9770607147515102	1.9535478563609647	4.739094785028255	3.434037148722557	1.7054497500239234
3.1324294894897515	2.481905804391661	1.6009179238844757	3.159504903138083	4.555348704141238	0.3568905579858419
2.84398615217803	2.3188116600879174	3.5401388479414075	2.803389431208772	2.5425155674876154	0.7266927725467873
4.597330763667982	1.17792144327532	2.5840740733364456	1.2709761798138666	4.898536800269183	0.06654332344142103
3.860869749608128	2.6546477453830044	3.2063719314195263	1.280910677393479	1.1270654991459228	2.9841473702874324
2.7648687390383704	4.9661500019903775	3.982862868699261	3.4936122658296735	3.0951347885293328	1.3331052560315326
3.83835244664014	1.327151404701964	2.1100996882274745	1.8715992785215847	4.9528498134720325	0.11530799802953802
4.768309087042018	2.2397696897315305	3.8255542098251056	4.277741237975281	3.0728302174098885	2.0012953484377767
2.3706534613706403	1.0495733597529204	2.9951658106073524	2.474986729853708	2.9956431655562716	0.13156977923464472
2.5595845618649555	4.018479642114398	3.5962924417855286	4.183959518347058	3.2430970644223507	1.0155701863347486
4.323397871835404	4.571961930779457	4.397335662776935	4.453286204802827	1.4461335120349568	17.102003667263826
2.6024305639734155	2.2157833353571967	4.904300927969203	4.33499162764709	1.4194092046454618	2.9378424509865564
4.305322163072454	4.9106826960678	2.933162142911258	4.177978348676904	2.4427140368158278	6.146512060175061
4.208297696774348	2.266742783022938	1.9871807162748685	2.597376060398993	2.119038865564379	2.0968114076275746
1.5534664697220049	3.191190708123367	1.5018195305155209	4.767248800237726	3.4789464259526457	0.3036116041746107
1.9281443862634944	4.042204179614666	3.2553715019582348	2.886274548337402	4.201625104477427	0.2384375158490736
1.0178710049167452	2.9649090444782518	2.6477112081013647	1.0593841057951898	2.6886218691315955	0.042569683426063536
2.4503993294319617	1.6403825644326822	2.6540702517376182	4.851299814429506	2.253259426174835	0.8929047591265311
4.3433065741999615	1.9277290941574698	3.4183618431117915	1.45073690804279	3.5976383667127543	0.26279827664680633
2.2170184963764124	2.757533342656505	3.9804501608553924	2.187248286626203	2.9841693899418096	0.29954644700772465
1.1589427432309578	2.67757853473627	1.459999367488744	4.723450086070804	2.114850063497011	0.3807454451754473
4.9704402578411555	1.214163410173378	1.7969641770535043	3.882566208022941	3.1401612340027816	1.0253148617496242
4.920442223135007	3.1768229953492098	3.7611592214749616	3.1679445479560964	3.190324169537362	2.087894495466405
1.9498392310081283	1.788320232247929	3.433449017602778	1.1305862253968213	1.5523616818712815	0.24547835628928405
1.9422400244117348	4.698215417131465	4.601502420891483	4.625775810068337	2.942033903614266	0.9286211296427332
2.78162602998396	1.8941770625168908	4.516986591789966	1.3312865599672978	2.1345857351978843	0.28434360966022965
3.301188660240385	4.746101889995824	3.7421647510159777	2.1952037132565607	3.065507916808744	1.112308433214635
1.8540612451766896	1.6269413180027938	1.7477207933049457	4.979215899802093	1.354082802795889	1.4903674039780028
1.059059847232561	2.5229582866305007	4.872186100378343	4.473847146758206	1.0080369578920267	1.2169839449040465
2.1592586852636426	1.004738858400883	3.4319943837082354	4.390828514430227	2.981525020128027	0.20449684000845372
2.8492046216685667	1.33851302454637	2.307757691390104	2.683057269931672	1.3934229368871196	1.3104583391315259
3.1585808889079066	4.641322313465226	4.781869016059648	2.502908572702489	4.586402921860209	0.5024788045728874
1.9891310166822376	3.047544963629724	2.2255377204064284	4.1415722170656935	3.6923716321054183	0.3608723994061908
2.993738175943621	3.4702483302681344	2.185157519277871	2.6830664954073065	1.4653520807646705	3.7215851880785578
1.642778396819938	1.7604489458461081	1.2282708483379725	3.0236981508526704	4.624117871323747	0.06603831798510762
4.870343741538265	4.270700859746622	4.437366975186088	2.3381046837276447	4.7549378294523885	0.8890963116230749
1.7982955883217744	2.808191029181722	4.438141264005866	1.6411645545394382	3.2567242535866443	0.1236563247597898
1.9044746979890688	2.1860854372147256	3.8971387932900288	1.3860007800426728	2.105181774630956	0.20544603214650284
4.392014109992812	3.1513888143262117	4.308829266128593	1.7913348819857648	3.2133216290033917	0.8087291292674995
1.8357422473231455	3.48111356302328	4.6131879752558484	2.289667203968015	2.2508369977558464	0.493048124876365
2.9698725180965155	2.7067889029978245	3.7428024059181886	3.4174178639297024	3.083638801850067	0.7888785809917109
4.700614542536701	3.2762278463862886	3.5414153734168643	2.977168610717774	3.8098183332619113	1.3093658573232991
2.6184777110018778	4.768305607651012	3.3700456425252834	4.859378281112613	4.680900951797528	0.7126161424772245
4.085241697782088	1.2651991221468424	4.613322582800729	1.1170356836006885	3.341853650831584	0.06178178879411075
1.626421436138525	3.7496223728577713	4.862244849107103	2.3510295321607395	3.831779859857466	0.14970610350676042
1.3579547045202487	2.5002004089479484	2.345159558578414	2.6521247414235014	4.753378961039664	0.052763147987572194
1.2789971967236813	2.4598759892226867	1.6024394359967682	4.940351115724017	4.8281664872186365	0.08525198242650417
4.977450026413228	2.289244139298503	4.086649642409627	4.352235860867808	3.119246668040621	2.175467745759633
3.1993168065798088	2.6636789476857547	1.8868945845284224	2.174509311481833	1.7511683740641115	1.8008806563140265
2.3546563213412584	3.2471129849025013	4.807451709286822	3.6685934437499856	3.5826307315824555	0.4829399184651703
2.3458746310845733	1.8954838799558105	4.784817090811441	2.5291133273024675	1.7600627635698718	0.7120522429710305
4.050751711579808	4.69184746800036	3.588235611700635	1.2656797418377033	1.8190475680949356	2.440156427260744
1.2233354645291998	3.5435645625244123	2.881958915602008	1.4893272891131497	2.3448564839194668	0.13794224474690195
1.683558922832444	2.9675451972300064	2.025032594694652	3.7253001929806415	1.7507823317444284	1.0105309042648027
4.4291769066176885	2.00961636346772	1.5614317706961052	3.7188073344590338	3.9403343967862456	0.8880198483620824
3.6170463976881058	4.003018334430019	1.9033768191622125	3.701290087389181	4.9083164314675285	0.7854639670916652
4.310303379310594	1.1080710798421745	1.545861691269239	4.202054134519814	4.709656244532333	0.3518616890401356
1.2482006537258543	2.8814415883562816	4.486228360714564	2.1094657117531352	3.7931095423434766	0.061920255165815924
1.761068074474924	2.9380441472114303	3.3881104779715265	1.143516873850547	4.5602457382258565	0.04392937023382114
2.8902237592707976	4.6160692572108175	3.7484758378079883	3.2548063028139707	4.549544123500963	0.5797833129635941
2.4380416104318625	4.79057379649281	4.739709394714528	1.9067864464312352	4.798360641916599	0.2156916154329043
3.5170765706191265	3.3543918254211857	4.042914154356982	1.450384854083461	3.5606016637150217	0.3777446420397928
2.1346060329202783	2.982415242886852	1.4624380374904042	4.107132556806016	4.716380889607062	0.2491078028307096
1.2964676994705495	3.7860439432735133	1.4706886002182022	2.647919282329088	1.8555944121349983	0.4883804985039951
2.0614064381932145	4.094057749895488	4.006195311148058	2.2561047315128704	3.9121183555758567	0.2417967786710999
1.617880278591147	3.7900268517530447	2.8887759621496474	4.98587221163345	2.077108366930444	1.1388915185548114
3.956662662202768	4.469951974011377	2.7464889876869036	4.693910786723743	1.9560403553878418	8.344836042962621
3.3871147132675854	4.322245709841029	3.5602403170811057	4.89972819782783	3.6894285306236574	1.7278090002713349
4.581265558920782	3.037940509038549	1.3927691212150726	2.430425589911376	1.364407370960916	7.8674933810164065
4.358697138675813	3.1302546800994415	3.0821976215995446	3.496478444624912	1.891223876209396	5.333679147361684
3.816115214969873	1.3355563666181929	2.064629828335604	3.3483893303686934	3.431484757102284	0.4854742598877835
2.3187760491614022	4.005457986202386	4.0395135311867785	1.7578891104438696	3.833952964272649	0.2343054760917109
2.614142209507554	2.8949043209854617	1.2688491428404447	4.313758755889069	1.9833233131293773	2.1520372019552507
2.2720880782798285	1.7011535188869722	1.8258860184143255	1.0194388579966325	4.689471736124959	0.033893283007382695
4.546029218540411	4.351588929018977	1.8053230913648688	4.73714990946649	4.896171489488585	1.7441526427122118
3.8848524323647515	2.813023979371452	1.604249210045834	2.9365332377425166	2.66373743622316	1.6754816230394067
1.0064012099652784	3.25130390746679	2.5777464182821688	3.5998419245141173	3.644046265862073	0.08886545839215157
2.9889385782889883	2.8561323450343217	4.874496197929958	3.0721876670488344	3.9665327519819873	0.4410528700220673
3.3805513391134423	4.862805161712696	2.8833347791788615	4.8751982493290695	3.788870304432821	1.8503251161831704
4.8779295459510665	1.1052251226421579	3.6356892561342598	2.497211611357631	4.162199278593272	0.22059624100923866
3.391287883883717	2.691385897848816	3.620018593650834	4.4709218432216815	1.1354384275791058	10.017027885802893
3.4925110173646936	1.0749354756436889	3.6647556717080194	3.5687458851465763	1.4358316022470599	1.7428833488898128
1.4557939101645263	4.035441566658292	1.6954789663952576	2.9023942198630697	2.0245663166523094	0.6033648329765277
3.9494807851684364	4.942373687925229	4.508194836893897	1.109727998537701	2.1207385265926715	1.472127765781226
1.1715423020909093	4.905423451105516	4.7241128981483165	2.2426605552609664	4.819061222903674	0.06327451758734258
1.0064439259569786	4.357421753610506	2.419825219286647	2.00068942758002	4.188352450565343	0.049878316153636665
4.641671676135837	4.211566283259154	1.510675534145958	4.991100267725521	1.602773408836104	17.392622400357567
1.8739245992115412	3.5748548570536065	3.93592284970536	1.4673054313295846	4.872892783933035	0.07013075781963715
3.6724886832729666	2.6530005271273627	2.15380878618822	1.947645885552153	3.7621927640642823	0.4405630647102925
1.9673784593070849	1.1454971061800625	3.2189889161356247	2.304700915187313	4.26015647230326	0.04684848539701905
3.7888316774933655	3.1430793142220987	3.3785939921127244	1.9506370179966253	4.231436125424406	0.4198680753377643
4.71466273907806	3.9029173852155084	1.7745239637149393	4.006808973667565	1.7371106669530711	11.181861814899962
1.2554265072383637	2.950937752387577	3.7138872666535385	2.68804442082742	3.974379879529745	0.0765011757539753
2.286242480342103	3.3664178464905063	2.6383157695547403	3.1073935678961746	3.8576675494880415	0.3554506717849644
3.8522391981218522	1.2502868503982991	1.8859930666755436	4.7336952946777	1.379658183800334	4.233295675304572
3.999906301226353	1.51905945799543	3.170098227019765	4.135457987809474	4.819533960264663	0.3717607631265303
4.755707890546421	3.6518721153168183	1.7343145246835636	1.9716085786894668	1.8616923640858216	4.339703822847687
3.119624023531147	3.4694952763123053	4.2607801277608335	4.255436991852331	3.1579819680525714	1.3577209659383822
4.976191977519676	4.057830640022806	2.6881467826670744	4.745000391230684	1.4288477027071202	22.378009862360788
3.810187552548905	4.8992267135661836	4.4580420361173	2.4949110495183437	4.6180818420588015	0.7532529548749507
4.8541543357167685	4.105396863347261	4.811091943755633	4.094257112570457	4.436774423436335	1.8214648028403877
1.6093938323178802	4.088764277775316	4.600548896801682	2.1938156054166966	4.049519855629781	0.13432935096181287
3.557707969611727	4.587818256659932	4.958942273830852	1.208216236030137	4.518745196771242	0.2673776105876185
1.7812512294738498	3.616452704401328	4.713678036796893	4.669255005245043	1.3315184015910329	2.942314785886752
4.096395566049984	2.1818628279439216	1.0489522992208502	1.3180475872401218	2.039925303573166	1.0408129905074384
2.902734176092536	4.628069820834044	2.0976446508377	3.3355873644641907	4.947244113890252	0.5217441539031302
2.0018717599280333	4.768618929637763	3.518763868204213	2.624475952189003	4.011186445086434	0.30190132465945085
4.311308930187375	1.286615349590932	1.9206520891622048	1.5674395481882868	4.222942987718786	0.1509120319907697
1.1682395139451065	1.1740515841303547	3.4577310573453035	3.258097081967805	2.8853803405628913	0.058344775028800665
3.997502690567523	1.7962267484924772	3.580931027991313	4.4411147545057865	3.7220075359219393	0.8055363721882677
2.0390879652198493	1.892788084340271	1.1955043231889022	3.3338223083190046	4.8928687098642865	0.10766387020504682
4.43156141340707	1.4758497743821128	2.1587673032900137	1.7320927432444535	3.1427122420735585	0.3767730094579837
3.7660520970440667	3.747195606150552	2.4831950666793867	1.144499147250377	2.972079567056511	0.583626471675914
1.4715946048329218	4.184606956288343	3.1562934687391806	2.3639892420308497	1.326944365862912	1.1872529580301343
3.173691130515957	3.482969843717089	4.440339756096799	3.2367803903234846	3.7347450035386593	0.7455105000201345
1.1498380048500314	4.451281989118983	3.094584183439144	3.163320785379636	4.514909374179902	0.09068618573507793
4.840688435780461	2.996961275862608	3.4928564817991936	1.5971729362192244	3.494608676503073	0.6933790763534682
1.5041090777201274	1.4819828439075544	3.5493024650192084	4.278785878052773	1.5929890239979572	0.5352741376276625
2.2550595938297997	4.680224518234526	1.124163724054393	4.0351975555343085	2.074048808783039	2.238012566034063
4.403030163531513	3.5034674476587377	3.3345081760117203	1.0623316346675904	4.885187978319543	0.2201694448462804
3.7674793941904263	3.2744772745403035	4.509568943711363	2.9722908364342366	2.2528548105791524	2.3924557658132954
3.6008691739314487	2.133074529338151	1.72448482252064	3.238775345354055	1.3333840598554858	4.748508754102907
2.7318334012932373	2.444323035253304	3.6099778331827315	3.4447440013153203	2.397828027558531	1.0073530280134109
3.108126402713133	3.1265663649758486	2.945953218651265	4.964209607589657	1.4248161233548666	7.137562080079915
3.209421805912291	1.313037011237158	4.916616985819336	1.1357397899304864	4.010511562974928	0.037141723724899434
4.947847874567441	3.2335355865391446	1.912344100530848	4.622606813584105	2.2924040000993706	6.705857689843942
4.294743093925457	2.2437067481109843	3.6351661548459537	3.356594785935327	4.4567017656322765	0.5981388725738708
3.750770844971121	3.6907258729569583	2.5666440752436936	1.3811861674947157	4.316518758993228	0.33430053485356936
2.8397692460977595	1.4047811271893882	3.751373427633619	1.4296943928089625	3.1911601089134	0.10258565176763236
4.634986845725801	4.393519151503681	3.438205356775406	3.444132699137449	3.2170450521994067	2.9232798216966693
3.3500395462551773	4.7193632357282285	2.704562018117108	2.682988266180586	1.7839237219115924	4.271548612359257
1.9344931041722109	1.4638146714168836	3.8748819915884614	1.118900910552902	1.0209668286039475	0.4049122986987664
4.370603977261032	4.1949710638238065	1.0278688443629775	4.981844744602459	1.1456220545620317	30.294887546101904
1.3087457831701208	3.4634159653420604	3.565387373996281	2.7222091210021855	1.527474080251125	0.674019588787579
3.3664125088786494	3.9593851333902363	4.2720044893366005	3.485684537573449	3.8924406427021863	0.961604055257088
2.1082945525461163	1.1537328423085178	3.5340379377670166	4.881635190956749	1.635752172238012	0.8516800694404225
3.8065182836026112	2.771143239439547	3.05020720318254	2.084833264971083	3.1238615953325426	0.7375619153821862
3.4348512813086267	4.389855284513343	1.1544004563184291	4.871382858204287	3.67558853026412	1.8644075735281929
2.874293571440988	2.5337240636548923	4.759472859131092	1.6641995598841066	1.423199700123824	1.3312428538672738
3.9521382446097553	1.606236326258102	4.747719314159228	3.124943551424069	1.6268333660120762	2.196595575825007
1.9985527002361216	3.4799408527806635	1.1033648079185523	1.6037605676456668	3.64336374043524	0.1648583872017999
4.228381018186532	2.4870717625061958	4.4898175700930425	1.7811270775368258	1.9392192374758617	1.4882577377899149
3.0066491093049565	3.1278264214767746	3.139564760379477	4.979310693786051	2.465799992526023	2.234842369119194
1.465658575664508	3.759478033912128	4.142265083071673	1.478860048163654	1.3320527381046077	0.6244421737006733
3.508489608528077	3.1518041196902566	4.035526330656726	4.169483095581737	3.6400243523101263	1.1339825843510771
1.1067417837905915	2.5965721128528347	4.0045818886776905	2.153935070301173	4.927739634694788	0.026819799300494475
3.1966223068774475	1.8435714960733187	3.1621079332176776	3.1803239351622437	3.3396844952167792	0.4729992159555672
4.211903800435875	4.239282692853647	1.7417601350256562	2.8502665443707906	1.911857162146456	5.659425705666826
3.8624864299478463	2.027632194569428	2.1805945233918465	4.080062856032779	3.5184006760919795	0.9305493510480176
4.772358459962532	2.617661238122251	1.7496482652547671	4.008995108411254	2.1753721426152737	4.800202311667551
4.230966519608549	4.039280133403676	2.653453036577536	1.9362806892677542	1.165054052749661	9.302665052149324
1.1533523038742155	4.915775584811961	1.395490809804628	3.1398084134288027	1.268185551083474	1.2827587279070825
2.3178715921424082	3.3140255999737014	3.2338205584738247	3.2008083275927763	4.5498531164331455	0.2635420278298697
2.175876921904365	1.2978540489802142	3.1086985393951294	3.502277444410129	4.162578097680905	0.11152612265154427
2.4781869578091156	4.761759920404903	4.548448768885091	1.3080157571182458	2.9857627152039714	0.37513990585428064
1.1425419813024535	2.3451701657488124	3.546018647003752	1.6690344042771768	3.150498223407724	0.04798023706263981
4.728602488806561	2.613667437700786	1.3386820308803942	4.041980406838729	4.535334042081707	1.1089684445815624
1.6823896263690767	1.6188757259466406	1.8855829891298712	1.6696243313203598	1.3879696331335358	0.3659595023743817
1.3551301995294174	3.2371359920550646	4.806849552564887	1.2355938840534284	2.4036993699966316	0.11283411285320373
2.208290915835082	2.7438453528986657	3.411216335488892	1.4048256490229591	1.1265427974732392	1.2794131636545714
1.7314906810223918	4.784511220104943	3.3336334996165244	3.7917830809768187	3.5155773615181625	0.4346963559086364
3.685762962599783	4.259960209958933	3.1177218674142786	1.529469343025928	2.7595089822009613	1.0201410460612792
1.3535100584449045	2.7545951789332888	2.163381938318184	2.0301584830827752	4.231780822212549	0.055583131436750616
1.920710465393669	2.871233188839921	2.631617211935163	4.74414253284688	1.9162442070387389	1.3460498831952812
4.0282891529785685	3.504955849084093	1.94374194166762	1.7595777819185914	2.388588176486856	1.6037394973545125
3.768178334250449	4.330813417615799	2.9573248970720987	3.1378549708112993	3.1538350233529804	1.8400905133435823
2.7566050848970884	1.3118802737639426	4.233460483084381	1.2476605222702308	3.724508376755157	0.04884709919003687
1.8381305292349537	1.1814756850427592	4.362180152176603	3.096534412704841	1.3516525183654935	0.5729002889064239
2.983780352921813	3.2785417865140114	3.8274343238342783	1.4682568048966225	3.795641254437087	0.2480724607292639
2.1997166829680284	4.1651796734857465	3.8131434182827024	1.1962090412373971	2.1073191264308946	0.4796609372846853
2.277199815041372	4.891814667529603	4.2926785523085025	4.182479124689909	4.854787348434601	0.43898455675808695
3.7918565874128634	4.200546369953901	2.447328728442084	1.2681738849897046	1.4826484355095193	3.0634933816640744
3.9599594398347766	2.3515703016438043	3.2800617921759248	1.4038414761734757	4.675034003972405	0.17263807443233348
3.639974571356983	4.337171466475615	2.9099582713958254	1.6501590798967951	2.4866707879907852	1.3779753533183148
4.552256642355818	1.1525542527851629	3.2565274174320633	2.002127930299056	3.0056814702955568	0.3080632936595806
2.197085106532896	4.208406071071941	3.0083536547530976	2.6232388757961016	1.554471747766637	2.1297464415913963
3.271387365362556	2.468020579267104	2.254074065997388	3.468709450585857	4.716412767737689	0.3893576347357179
1.2898470311968686	2.5154523134560662	2.0124812336752225	3.7713640052389783	4.1857380661105035	0.08930099729578099
2.794511120171103	4.984092357638096	3.0223138992427385	4.906675009902236	3.813521506424897	1.2943227457141622
2.4449623798073645	2.293807552062494	3.544638074770935	3.010836798036958	3.3480288804780267	0.3371478325245901
3.120917112845282	4.266505046722319	4.630396681712581	4.3026647178558495	1.5843141413815554	6.774883888875448
2.9545424478840894	1.6026411319388263	4.69805396642766	2.4461675818589983	3.714387467005686	0.18712501146889285
1.4432331444974356	3.627865121923812	4.701407942605317	4.671717078776844	3.7810184874073065	0.24231138650477965
3.3186796568302963	3.3206961591457747	2.673881297405072	1.624034537322946	2.949111731847116	0.6052933786397979
4.744170103322954	3.2998918876241907	1.9806811368349608	1.903887637570775	3.665760271217537	0.9443186661246776
4.327853521163513	1.843176207459174	1.7399181373331314	1.5090389242228226	2.6548884954971887	0.5991033860181411
1.2641543774524422	1.4851199738020733	3.7433615681226033	1.068648109946171	2.310951419233488	0.03760100475921893
4.997545328825471	4.572853319279933	2.1474900581673424	4.571094606942732	2.2326555195367157	10.183869358785419
3.629933362583453	4.379533473119942	2.4226184172081275	3.933941270551089	3.2144052535975938	2.1369406332278937
2.5296164222579938	3.5807044702757223	4.783454675004818	4.606650048689668	2.7101839051322023	1.3726722679345185
2.0533534310771246	3.3068130210246194	3.8752614329395065	4.662945502755668	4.404754520085667	0.32575968029870833
1.5337724321208164	1.9428564608271228	2.8432493189438044	4.979138399939009	1.7375788778411343	0.7366399264994344
2.076077033107672	3.570236152203236	3.2588933754056866	4.712623605842159	4.838246069745347	0.3039482354571474
4.673155554709316	1.2405692559609638	3.819644838501638	4.911995502214843	2.69810967239331	1.4538516367991372
4.76420067655871	3.6471967728668666	4.069612653479789	2.870641579826911	4.153407499343102	1.2001589125841776
4.079530474029975	3.4339304033465052	1.0335214600018832	1.3795635462277491	3.6017603937107	0.5731948092915121
3.7490890094388942	3.4514954003793847	1.2824414022051631	2.9512878217428193	4.793846864408767	0.6078378749184016
2.669239030955086	2.4675887103162206	4.401552587643169	2.5604828297286746	1.0442228118739711	3.5944702981056547
3.5602753982400586	1.0020520931948615	1.6540536575155542	4.03619240950048	3.1880194433167417	0.4541463215702772
4.1716710758979465	3.4222949562768403	2.635438254514487	4.70178423007636	3.381117250151193	2.349377199531367
2.2030551075794857	3.872899484608296	1.011484830293798	4.507157056396699	1.4930477537146158	3.8117392297410464
1.2314934670715614	4.584397127843665	4.791562526938354	3.627838237575709	1.7352601809874932	0.8249847930025928
4.398045850550663	4.6760662551596175	1.1692642524647003	2.8525005818576017	1.9108994685886296	6.941577390490633
2.9462186913162296	2.9505341876182123	1.747374958258311	3.4510376662480517	2.617847400269247	1.2548778067153563
1.32798503269923	2.34155318067899	2.4439186605878978	3.8566654889813434	3.0725291787979176	0.16608518696256755
1.351357018732677	4.075908770313792	2.0335998844642846	1.9561503824876525	2.4378358281694563	0.2414859255951576
4.284748389512002	1.1171846955738527	1.6835624727029663	2.2034356533990174	1.1203795973056423	2.8631328609267346
2.9984979657042627	4.507872350778639	4.5824542836954425	3.8441719454578727	1.9086043227328944	4.0659215434488205
1.8006841790116463	1.1559945880426317	2.6832844607994373	1.035849474649226	1.6329649018893058	0.10519232134947908
2.0699962420892635	2.593883131732384	3.7595367475216093	2.1007083450409345	4.5205315330774765	0.10310588506278062
4.010869059357139	4.954861935566986	3.634939076777352	4.733470073551642	4.360445664989803	1.9127858886468705
4.3652118428120295	4.735827384291656	3.6517007529551853	2.7344335995814353	4.960330425587253	0.9198504808272634
3.4367815913662776	2.1187080445654027	3.3519629212944504	2.5081611444049123	1.6533509095441703	1.9481770652639372
2.5581862252792877	1.7153772434682235	4.098097477302828	2.3158819781910345	2.4867507437725256	0.3427558097405242
4.790892748283287	2.4806139725900724	2.223018608680742	3.7118704235375555	1.234338208973511	12.800570640064663
2.002843310521248	3.970242584272996	2.0046107057153897	1.839218096509866	3.925167727792872	0.18432633847595786
4.518419676800626	3.6488088419814937	2.67917769432794	1.9292247367439583	3.4110532616730267	1.0880339978358886
3.0077633651891627	1.7935802881809204	4.691312438126603	2.8545988095736257	4.592702783837026	0.17725356566672087
3.334232104769839	3.5164224574395404	4.942750737422358	1.4128661450586102	3.3407189917999736	0.38066414988230585
2.188944203577205	3.0674021306950463	4.946871064992717	1.7988510302015546	1.957294764467338	0.5957125349872943
4.001372619811936	2.748623503123538	2.409198950483752	1.839168510445317	4.733691381148478	0.3132451824764729
2.6866007148888245	4.0599000699719285	4.912927126276582	4.561326465279646	2.7955738611509307	1.6364606605302119
2.791768574637864	2.118883773570308	4.0333930417049455	4.47637482021677	4.28472184768572	0.3706573158663473
1.9629280923574328	2.9530258171114747	3.4136551654090685	3.931161984402524	2.641238142827848	0.6202701617698351
3.195979027339415	1.8779288941430168	3.9889127975982017	3.440525834919334	2.6273089526084807	0.824547001881457
4.178907670266199	2.3092269614377923	1.8306060998844156	1.0750507107628169	1.1820106580557408	2.4357796321957186
3.673951085504112	4.435506024083579	4.873709811626434	2.6531405510786854	2.962019605874346	1.6212449407902143
1.5583988145453038	2.980705398494509	4.2827396292396855	2.8348308633287047	1.7879584174763177	0.6103867015297527
3.6306246496254433	2.9461608658239964	3.1843303765942568	1.0865956050985446	3.95646842418108	0.2021157604494933
2.9412495382035315	1.3473317429341385	2.2640850198045444	1.2077792481404828	2.9541391334838667	0.1159542317322802
2.0373875171982285	2.555902405349668	3.2484252605490966	1.4551525756535484	3.4752394827178197	0.11204213280358526
3.3815908850621565	2.0256873852072057	1.2445428171234965	4.316609258121064	2.3287535275399014	1.7975069023025805
1.8482626034313423	3.908492760328437	4.873008853319546	1.8340375709777132	4.020840265517228	0.13863259386731214
1.4450890373485965	4.583712931146044	3.529171853288142	3.506234550056607	4.359105568660978	0.17447773876807265
3.815413375458168	3.4892110959553087	3.994514767281913	1.350324257058282	4.572289447450695	0.2541573539502353
3.5255768809198083	4.513687897424235	3.3295271207254435	4.998664399647078	2.2836473207198806	5.2261697597655115
1.9221156964912791	4.098750650854494	1.707554005672527	3.37750285780541	3.3711815236647245	0.4474275963628828
2.311992486258079	4.833587819178353	2.3630446758484034	3.8856680549549885	3.9357573634767418	0.6415934811520055
4.979263245937208	4.3570221456379485	2.257111950023128	4.847786119861938	3.0661052494130496	5.408423735275073
2.8071203381781435	1.4678976866947058	3.8396196068003148	1.8285211305557658	3.522486701851536	0.12335953957731804
3.976565681657994	4.813952250762374	4.282254967716899	2.147022048314122	3.9174295559944543	0.9437762331288628
3.662587069612497	1.6446568033100997	2.6922557493986883	2.0956676653965567	2.6009798186780038	0.546740096855617
2.04995952228397	2.664241663188008	1.0114836868035573	1.6597133128047157	2.859483656258915	0.22177656092577608
3.167526840473017	3.9735852391443287	3.7796518114541153	4.949505270297397	2.400583978228258	3.304027475556772
2.9732170487317	4.0458399273406025	2.1389948660857434	1.9661954810976816	4.554718292165799	0.3220647943352838
1.5788214278513912	2.0561468324754384	3.295044379828832	3.0775264642387485	1.011835406661044	1.4611001101352017
2.3090569856166705	3.262276532714985	2.880378737202302	3.552032388795692	1.9582363156013012	1.5590130017463075
1.2759718229964223	2.9117985041697287	2.656764555300252	1.0584549915358146	3.8058829475684495	0.03211719750076749
1.9927187614731932	3.2323715748149016	1.329935320089036	3.17858333898426	1.4153642504366863	2.021462706910156
4.289371056139977	1.4817992809059302	3.134953737487506	4.271883769286152	3.3209579671959832	0.89926379567322
3.3580867025855787	1.972507560877137	2.1515208302360382	4.018891722787454	1.11276986313925	6.79703283965065
4.657566818653061	3.1554353522543486	3.049981994944546	4.1447324715317615	1.4349421761203998	12.788701699051984
2.2616466494210283	4.654025275863054	3.230680738759017	2.229627471097892	1.847156770099989	1.4895017127350776
4.984416283068323	2.2578043276233504	1.474036860759095	2.011656396269624	1.9846870739057263	2.544956091427014
3.4713882374156344	2.964023812785163	2.184254561237076	4.323201378995121	3.3882324575224336	1.299681352227315
2.3689819051303287	2.8228549558416334	1.4727857151714607	4.984733170244033	4.143547877228954	0.4568903857019572
2.6841813013811584	1.5781011844002435	3.2987110358913188	3.5038593562084714	1.8371572698478933	1.050018193677393
1.7735283440782337	3.7755554929762978	1.9265291712825612	4.713685627425416	1.8738269566573609	1.5907687341917591
4.198489239857276	4.356032237445991	2.677642041965873	3.7181952421949886	3.616277510867145	2.092074578043211
2.947318149900497	4.694937185636964	2.100365353249554	2.798495317085023	4.941282260595013	0.4560834428936926
4.602056572420061	2.66760731753412	3.9731040762409737	1.592004061782021	3.4438517511490967	0.534960945924586
3.9077094633845317	4.013432871244157	3.882105478645342	1.4500916698880977	3.364869406324855	0.6416894361682467
3.3575912065554907	4.778879835728957	3.5715080586813137	1.0578893277414378	4.820586775457642	0.20453630101030745
3.787387473827536	3.9298505076448733	3.6723858511231016	1.0063238424018874	4.7856619805904845	0.18724328162031795
2.271461989577724	4.457727766242167	2.052629709460711	4.432910286381256	1.1711476120630675	7.39112537851536
4.1879055410226655	4.636425304634511	1.1057727829720596	1.554722893093844	4.496351988643257	0.6017527092902909
2.3453313078959552	2.5109480187316597	3.403966649765238	2.0970736007179083	3.0664950112626808	0.2759463569912474
4.681320694842113	1.2337996993067428	3.421192673049496	2.9167609842942404	3.2851397297311005	0.5088941289275106
