q	epsilon	r	v	c	target
2.358746499676042	4.804186951929031	1.0671036458668657	1.9081664730006536	9.991644667831467	0.0452567758782955
1.277650649890638	2.852244776898172	2.003456880943868	1.8691312837849328	9.722737471198107	0.022026977185680387
4.179178626663203	3.0875442948981497	4.162136134778186	1.0582590402411118	5.162577687962705	0.032551958384804014
2.4255886102003807	2.109152917999078	2.2994038488351505	1.588051293832223	3.3060893824667965	0.07658888756195223
4.5273270099374345	1.0827236121627442	4.4738904351197455	1.9853353227548096	7.207411818447375	0.1026514662117826
4.914829862956561	1.3354257013755082	4.334945548504551	1.3711298273184016	6.1571570894901315	0.08691611649257723
1.5864214198556628	2.5937830033498903	3.969608081956719	1.9136887205020896	8.414893182902023	0.01587019315550975
3.1845365364276645	1.672221666926291	4.138692501259268	1.2391154854926345	5.165625865922304	0.048172098268001874
2.961370138288061	4.563743477766348	3.9495013771430685	1.2769310869125872	6.380503406449252	0.016345567577104685
3.719787304573872	4.47797311839333	2.0539311830804645	1.7896528325377363	6.0623476093739335	0.04566461897321807
1.9710956126753665	3.710940918402767	1.870036635898656	1.5362225981925302	6.173372514330151	0.03009088907593582
3.7694011115810753	1.1627803488778086	4.2702061781851155	1.0723185476299064	9.652885971988448	0.06796058833349132
4.691303615436951	3.5379067301843814	3.4073562868530316	1.7947915469749196	9.886467126658406	0.037837498286618136
3.1510547608030017	3.917403036548108	4.224112280563409	1.3126044300516235	6.6065354778764425	0.01891071147376652
2.772498320028585	4.8847808787288445	4.098662088965644	1.445247858366547	9.074750236086988	0.01310728353391286
2.790649456148185	4.040529327996678	2.661971783869351	1.4607564797532593	3.2621516533383503	0.037389431645589104
1.8310030162505744	2.9903752527102636	1.4590080593186363	1.6503201036694517	5.922566829754079	0.0462966385219904
2.8348672663523	4.7861902517003	2.2182896481898857	1.3805422151787186	3.5097509068785944	0.03502456252064454
4.434893655163704	3.4477540459432103	3.610723593186525	1.9212982646926504	4.598522774286467	0.04869410357367238
1.7878808627696232	4.297859992142703	2.336101985601412	1.9510124526773267	3.531392248048399	0.03166424520960055
1.6738599634128315	4.574055093133392	4.108617430172283	1.4742778323379615	6.8998363061532775	0.009013770603803204
4.155763640810578	1.9359671987343696	1.7726796884966745	1.2501827075870071	9.961206371943325	0.11019336766792442
1.8006957251243731	1.9861713490917183	4.393888127428799	1.083596570572222	5.2966414517068765	0.020642830706623996
3.8485694916456987	4.2863267979919035	2.7583222194457564	1.8580347006992648	7.118741643248336	0.035052444778176636
2.6790193509736726	4.500170595355788	3.5172041710488906	1.7185137124839702	5.249130636915782	0.02002517002024336
4.7618098572716825	2.1588656938652564	3.212015286543489	1.7048982617121289	6.374118492656372	0.07459929635955533
2.0449565801608847	3.4128014656217887	2.584261255557524	1.2844929241480745	9.784920298718736	0.021239452495053917
1.0714737914255492	3.863450417789201	1.2286567386988945	1.1767486662020654	5.2041390972881745	0.023210844424761786
4.62265468344756	3.6736185433762567	3.165547117035715	1.6924967194811988	6.420826359564013	0.042955811397099516
2.9815439467480807	3.589200112295736	3.0197665897512787	1.5654825422405063	6.840009989610317	0.02838791406560957
3.2181650976490115	1.920526818742955	3.771056900513413	1.081333674616866	5.635547909808031	0.04375600714955562
1.9694691556139252	3.4015796953148545	4.9552616073620674	1.5267881729942283	9.963355843994039	0.010980748096476685
4.80619373612067	3.272840507288436	4.384668581819431	1.8653100538015368	3.1847058715737964	0.06433155073385173
2.4995864509465777	4.23323433017033	3.2270467193563483	1.7940409712343044	3.2994351384692884	0.03191318146897214
1.672838161113901	2.5107090036413293	2.4124710491727117	1.893520635760784	8.23590519145152	0.028539367272626105
2.0727604635161443	1.85419440818442	3.8800185002212237	1.1796144324452853	9.533692661695572	0.02616452160577516
2.904791206069325	3.0818137653080893	3.3738872474526818	1.4050857556960323	7.701793892843423	0.027192330527527
2.051447262866372	3.0375165300113287	3.844237882884424	1.0776938096565711	6.306979370581416	0.016861672147143764
1.9047441596867185	3.955183046362559	1.4122773605654897	1.8890656560196144	8.481328499352424	0.034911585410451834
2.9779875634678064	1.5298764202271649	1.4278155352809256	1.8454033740320817	8.48243756791643	0.1386536090795465
4.216070069045494	4.250345609799748	3.5303100269600325	1.7232130478158962	5.866841039328923	0.031658069446467416
4.8945745998474415	1.0002678356097965	2.0946932926558546	1.5152900891534469	4.3011340671776805	0.2870083499676252
4.752198499927489	2.1707460237593903	2.5218100549474176	1.5046452892994462	8.143245393795056	0.08473919549492445
4.542259692012409	2.9781444684982223	4.6565772839385495	1.3300112743177583	3.4017830807483236	0.04279708780255995
4.366618472034927	2.428098607435639	4.301251756236328	1.174012262284337	9.862105278049292	0.0377675987314143
4.2590707517461945	4.9807476776501485	3.6783342842863993	1.2063819576098809	6.042596266920564	0.023114116334698627
1.997620006369132	4.470452112031824	2.65421726813416	1.1445215089400094	6.7719560880820895	0.016121994769562442
2.2031275269250967	4.835922491430077	4.690178664197582	1.5868001658609356	8.464685810978805	0.009512987947846606
2.090161596195769	1.6733689916171908	3.5075578883678977	1.6321261385193209	7.427755772522321	0.03631871102459972
2.92618728972937	4.688844887922269	2.9279444838159328	1.3716050428110194	4.022893163704009	0.02573624159428612
3.2033217255595465	4.091203276322223	2.8173496605695187	1.1707674986662724	5.028895173164008	0.028826696369770487
4.2570863204876455	4.209906978167437	1.190893748976397	1.0295360125749775	3.3684032538578887	0.09731405822905127
3.9884113721845273	4.854582988362297	1.4064524795225686	1.0006967466690524	8.928891345707745	0.05235236744400906
4.178466863605555	4.749115226829085	2.9583213922444718	1.0607877265369543	5.056072458054868	0.0299512250981074
3.478613223329596	2.136472614065471	4.412721105608744	1.4407734799494616	8.685608121971686	0.035201747448265826
4.609045779975532	2.0438716242598494	2.40747409302582	1.363387984340639	5.3363529770081835	0.10011882209582958
1.2667544442705472	3.647948033154644	3.9181588133519143	1.1059547942657797	4.035299422813552	0.009715321831902232
4.967804655766684	4.916679565739246	4.609485018195707	1.4108015140415082	5.742530834643958	0.02312450038753633
4.397390471826176	3.6215232787780782	4.6552664076276455	1.8388354191289389	8.235719261379822	0.02672282796282749
4.956188636996017	1.8467614358689048	4.9611743625259495	1.6388570588830706	5.463207807270068	0.06149399095916815
3.1321104993885	4.560429834313815	3.0294238756648113	1.666950882068877	3.657365690802581	0.033150202192693407
4.358314366313857	2.482537666475243	3.8550643348601	1.2269854956477908	8.293889424597072	0.04253145750291008
1.5466838318215337	1.3746898448322151	1.683421237206586	1.4758641116374382	4.597496814283732	0.0783310215975073
3.4420033720376964	1.2875189182349498	2.729251277688153	1.7648983488348897	6.972841431293441	0.10436331027615406
3.0658708720804637	2.7038551577629413	2.4689889947458066	1.6530810921638361	5.721821662333023	0.05139439241150245
4.9623301087773335	1.7918444021096689	4.2389478015434365	1.4798130295859613	3.342293504309356	0.09329755892760808
1.0629564856569047	2.9845701424968536	4.047072336511916	1.8433544795803345	8.652868241389568	0.008898705905183135
3.563367000905826	2.301549210199852	2.0402118195974595	1.7120589282436112	3.894438736295847	0.1077630083894922
1.1934205868542125	4.222661288150261	2.4315822953837647	1.3311643641446254	4.262893007279786	0.013448972462610584
3.003859596873692	1.5989493257151768	4.130259990927477	1.389360054104347	4.444720766217125	0.052655006068344064
1.2869643740058578	3.130609050657642	4.2136838640500835	1.8502812333067251	3.235925929013101	0.01813061615929597
4.545323280031639	2.5657002017741246	2.0972978019399826	1.0504496243365529	4.654322158763224	0.08681123243551125
1.1900503646534497	2.6467906214125163	1.5739157072925911	1.2165431914785023	7.838779035609304	0.02690903972912651
3.78242041831618	2.160989196619253	2.983064463501882	1.7720514469560111	8.021008742898957	0.0599330161078325
4.900072063687299	4.775361919578599	4.344979950896317	1.5277484688132366	9.317667841343155	0.022478783073303005
4.222504271465343	4.395057695941275	1.9927745233972065	1.1473802628394327	9.81977864362387	0.043441015499411616
2.360701441885352	1.945728539907556	1.3388614085064536	1.0752423182978872	7.359029201732935	0.08445247999585867
3.1737208101705368	2.49620148497018	4.1461255630083915	1.7794309865804077	6.0865482218602684	0.034484278365940715
3.3515973387491935	4.24929771992934	3.689953587256384	1.991651120559628	6.660701420075593	0.02426583959095084
3.17536098716196	3.2542686220103945	3.594916105088699	1.27469600853308	9.251885814347883	0.02505078968444436
1.9409923574808832	1.198247385788907	1.114317767882956	1.6101850703879403	3.882149107001701	0.19766472615899144
3.6995596055966895	2.371452949908876	2.6686658254626088	1.5014152264671523	5.640486509025033	0.0633935564824184
2.89107162414339	2.571769747947355	4.600070633418485	1.588095574185698	3.5684991147819547	0.035041630249992815
2.3140282442805717	3.5314713408901013	3.987757335299008	1.6832470183234056	7.995106647884247	0.01656308810496535
4.725724268932267	2.144909737640196	4.371011694836517	1.996396668976776	3.090560923267072	0.11329801775180945
1.4294844714049697	2.3218312927743936	2.5010844781017667	1.5792726203951006	8.547931125134344	0.0240282636339574
3.2581338289080413	3.199168855129996	1.2967920160434825	1.2900918038407791	3.5715324841369784	0.097835616781485
3.552022379923535	1.0991679248676474	4.186187889956208	1.199144874076108	8.539939988079677	0.07146522769870263
2.1953285755538405	2.345132282484899	4.395391392909967	1.777279079096719	8.392742642219035	0.021501481862278026
2.742395805948917	1.1818760721134929	1.0411327552278582	1.5859012122261142	6.937794121965884	0.2299091284822601
3.494439240176294	3.0522936097742552	2.917498189593208	1.5540546247502491	3.5790605647004905	0.055191662084876025
3.6983908519174213	3.1107076562399696	1.884652013291652	1.0386851127659038	9.564981492088387	0.0563165809537893
2.9988948959351616	2.9806061836085207	3.0653467050990133	1.8261562053759404	3.0472686141567467	0.06518118843965068
1.3754880745693816	3.0750648411296067	3.0116823466739144	1.9669805212823508	4.5961347825635235	0.02066142218438613
4.151898985313242	2.8282261551314987	2.8232903562828637	1.9737485041339389	6.535748369309884	0.0592798765873885
1.7521263209006173	2.9453190797298663	4.225977838505845	1.8930974920758	4.7888336095061215	0.01852536392488268
4.8992816424027685	3.640836775357588	3.0900872308106484	1.4743947470705652	8.305620832068186	0.04213316028366011
1.5823089760482625	1.4391994613160053	2.854984607587706	1.5538539522883994	4.680392038512341	0.04587490493439557
1.5113173282263936	4.569588105727192	3.265224281833238	1.5541574423019036	8.485559765410251	0.009867681290939352
3.3467210556952978	4.755935996316183	2.0769923676128994	1.1029036605652005	6.856276716774618	0.03212954327700735
1.1269999948181768	3.1995098050632738	2.6339158926014647	1.485419638680414	3.7593153497556937	0.017594094379223615
2.5479303208341824	4.993869416637441	1.3017987116737184	1.5057453925002289	3.9914401515188223	0.05008163385740751
4.7655483414490565	3.546777613920829	3.6306272910098913	1.3799520792345912	8.434327416583265	0.03521107478843895
4.8603474531292585	2.9783575024059568	4.824703211649989	1.7796007719973137	9.743681495536624	0.03293043359700906
3.586746590431075	2.625312622304437	4.064387457929357	1.8339127939316908	9.437628108524397	0.03320104187898458
4.571811703172153	3.382930683420064	4.209965628552772	1.7564288131488064	4.664892200531994	0.04097178006926025
3.8443206288876746	4.030838587420994	1.9572778370430959	1.3436961084918284	3.631801309993506	0.06154714963539384
2.1866975428969417	3.997869690003609	4.455109933327401	1.9593728120663283	4.458646132156437	0.017429344167007768
4.97673686031821	2.6639663945386576	3.5924525045768845	1.5034970157086684	9.648196046386749	0.04902144585992824
3.666445599682382	1.842286574271752	1.251421867127279	1.4308020667960095	9.332817220826557	0.1494683902070713
4.524414220380836	1.4119310484420726	4.555429898223101	1.6746712631603269	5.431384380505325	0.08093048557048974
2.4087449086348687	1.4849273427819134	1.6643570945470432	1.5838381649799362	5.706275982771777	0.1073563873702682
1.151623543176783	4.626666616934856	4.605952779873499	1.556158730140945	8.234672504619187	0.005302485487241471
3.3854881858350963	3.5204399700907474	1.3238118889052235	1.4576492395649905	9.574394335218145	0.0681895181479845
4.185526321651491	2.325999701498911	2.722796572825249	1.011639256336649	3.0185996736518486	0.07910101879667959
2.50982544998238	3.9188617943254083	1.3709327797450994	1.5701718299873642	8.827684274974445	0.045218541394847794
2.2744443165691206	2.320503330328484	3.637263706700546	1.855179397384775	9.912353698588962	0.026381682607699342
4.194021783606374	1.326024460526829	4.173189953560632	1.1346012348139274	6.1774187542378565	0.07388136633840987
3.0597638067067634	4.2078724887766175	1.9248519498639527	1.2483650022511965	4.2262689832521465	0.04266429573360053
3.6786634727439327	2.9154817736319734	1.640761165224554	1.100413206093135	9.724697856375185	0.06900451877460416
4.2429223471436055	3.6037410951655113	3.9118405413876207	1.674026184063922	7.060338311298255	0.03139456639695433
4.691161893909742	1.8247311018021084	3.817426220524984	1.1164888613691415	5.189857363502128	0.06828145256060307
2.5014482760956285	2.957962568024177	2.2690249656272443	1.0252239347007062	5.477399187150675	0.036488151013156285
3.6869378534991766	4.647308852680611	3.5664895925768016	1.0936859084236583	9.019433061705595	0.020144314011339988
1.4965704147266723	1.0243449093182977	4.853915010254831	1.3522494190922596	9.274312611094043	0.028040925179416216
3.1165552883288146	4.692202350379116	4.384774379431656	1.1804744704566699	8.686757354857926	0.013949985328429216
2.2051946024534503	1.4594740261823298	2.7317365592283425	1.7835156325254795	3.3191500497444952	0.09513513098649806
3.409311634204093	2.236593842608045	2.5450115990748925	1.0387886215589848	5.358074431870669	0.05912576123853749
2.9053426596707834	2.515917242672043	3.682171892983145	1.193315716924915	4.621267128998009	0.03364445538001955
4.829392997533609	4.605244358988495	3.7079155603677	1.8173310550278703	5.3566806531079365	0.034062181853331056
3.3248221532963305	4.672494426821401	1.1899732138580807	1.845698055500447	8.625246277124232	0.060540127067516075
3.230937009386013	4.043036398922273	4.812824395499018	1.7574458777350703	7.582971305398519	0.0171994781506538
4.230162939491446	2.542061995694458	1.4895487394106128	1.823238403216949	8.896525746717877	0.1118164022949799
2.2120404366734343	4.861948490104044	2.257988368889606	1.3334871478415846	7.787058811139393	0.019347482453484485
1.081165982740858	3.4968802202399347	2.0976038362466296	1.5940221144738238	7.839012406232983	0.014723391756632582
2.206582883077108	2.204869767705776	3.2202121688345753	1.0720340801683943	4.095468942785926	0.03350008984793492
1.7549998084629492	1.9353999847469727	1.7876091257794735	1.2230576908937318	8.615716344642872	0.047045127683143576
3.834291644611688	3.2932445470654166	4.068563033386074	1.4587946905109557	9.273638758303862	0.027023407279268597
3.1408626207125407	1.943668041973709	3.7887316106791067	1.5963660954903922	5.561606590633477	0.04760514298099616
4.163686593616989	2.3881882419567977	4.732403173426372	1.3343670986880325	4.925258325000809	0.0402109783017561
2.8802812566528564	2.2299980755842004	2.9271245733310316	1.424607334265969	3.9430935443052175	0.054976469070770966
3.468306230395662	3.7054035489103	3.992178358426608	1.5428715381222449	8.16919892009848	0.02300216451313549
1.7609118909164645	3.5194107375517274	1.3195285974245747	1.8063973642727444	9.572333775852726	0.03719315361815219
3.72550929191526	2.26022625150404	1.814404830622541	1.4196580507599583	3.023328858191784	0.13628869862541962
1.8476330541881023	1.3386800163427193	1.2594931117214938	1.5833383777792165	5.445158674513401	0.12295657613548022
3.1480660710559283	1.9959862369157169	4.771831558230751	1.9828286536082318	6.673300607852278	0.037421007193480266
2.2972277712490734	4.8358635917367785	3.637648016764857	1.3659871966122332	9.682706843743624	0.012098852978578037
3.2857973389636586	4.0187389288218895	1.2309063202267532	1.5186350964407989	3.365666094270721	0.09631922015921912
3.726239190062032	3.732775068890149	3.7772196025339135	1.0963142841307825	7.184348900998097	0.024818018931423755
4.598912767189865	3.3488970940479827	4.845894614179713	1.2869253626435655	7.205489323380785	0.0274546981892568
2.543637598327821	4.268044224802572	1.874322489397528	1.7424962231391574	5.827922605964679	0.036095123437959925
4.7544899525818	3.6744905642152137	4.973743201941178	1.9042006571925087	6.739066842261405	0.028855518355148862
2.154555294972168	1.3853501908350303	1.0045205369270291	1.8222839491309732	7.900952547753009	0.16014020422855055
1.4844604069075746	4.796510577457653	2.8553309031347816	1.1646600724224412	8.949402991816742	0.009915775651344627
1.012873004569277	3.1264727086648354	2.7003507604206725	1.563368356492581	8.738167056037923	0.011627355006945115
4.166807045072931	1.0560425257918058	3.3828365435499705	1.1985833597415363	3.85242941253708	0.13473799140249115
1.2972491640391308	1.3656518935757012	2.055570957018286	1.5384625135955912	5.466278219210652	0.051177808077957125
3.0116040655582856	4.9130674805997865	2.1624191101071197	1.6961781468044572	3.004618851706163	0.05180011838273082
3.814684032554701	3.1499849606769112	1.8795756483487491	1.9276675471348756	5.082002950486479	0.08260521387053832
4.302764646982966	1.279769019787827	1.0688643764871903	1.1822606355653549	6.728596744852536	0.3036699715020281
1.1617776563461522	1.420102559362168	2.4411435894805082	1.7700813536261668	3.6443784355671016	0.051854345749696086
3.4966537878708093	4.1717353076194605	4.862721768304146	1.8154230243608112	3.4043778903958466	0.029388187611010107
2.3733107632802715	4.725794989889588	1.6724883396754897	1.456548968023429	8.699341510190411	0.028700344066777662
4.932822681292414	4.399182660060053	4.836837376175064	1.8788667107513928	7.678806319015832	0.024424315522255918
1.0809022080062731	1.7636256653307112	3.3233224215808255	1.6637499458132807	9.707943414789334	0.017710971374864427
2.8815702721817504	1.1326745495751118	1.3274761354868567	1.5394909300174486	4.9431781460065585	0.2214848908548247
1.810064621777232	2.479080970187065	4.0007940947454905	1.4235821631535148	8.507440477868482	0.017441199786187994
3.92719439423774	2.648176750411168	3.0180700617580776	1.8537527509509852	7.786807000871983	0.05131890021982812
1.6309074658069869	3.5348610269461096	4.985744865693689	1.9814053148186141	3.728437218739283	0.015716037647392583
1.0703147468417922	3.4068173183239785	1.5217196650607658	1.7867518196028265	4.232176703200127	0.028433322501623868
3.825307602980612	3.3540454912588773	3.8774996018944328	1.7905639193756615	5.275782751004948	0.035431753075968186
3.356022022332948	1.9974686466144385	4.007583608742531	1.228890604432155	9.211864409829822	0.03849773759216498
1.494841071889176	3.0311007349332213	2.4371428812732736	1.1131884719891525	3.091163014748544	0.025165467785952838
1.461282666816592	4.374862574366105	2.938843880564052	1.3557864706026042	4.9358872037990755	0.012469625709013868
1.7530381903214831	3.868965467251304	3.819158228593039	1.4214078517131763	9.635105823047084	0.011074822337296527
1.9541983369690088	2.320090087207415	2.1219461657847924	1.7477472310367586	6.45464603180767	0.043316876720571516
4.19454981456946	2.7486554642731367	2.9407282387922637	1.755154588160242	6.451861598591668	0.056727268012190885
3.1816196217079744	1.0082327203494692	4.012307827365925	1.7400793851890637	4.5582070812287245	0.10123174964957342
3.411042229139565	1.1039748415462496	4.887619124902267	1.4984179497821084	6.897837292024642	0.06426678701049485
3.4399756100515577	1.0257598685918294	4.608631712748142	1.944494161980164	8.810816481150994	0.07430529466351757
1.3641092298275763	1.830781938119788	1.0056462721337942	1.5663590081729468	9.479046587763227	0.0706314391590939
1.5084090892849318	4.192269259009455	4.7971121798070815	1.5139400301168755	5.035726406450765	0.008534524926812984
4.749144702833647	1.4634605231706188	4.943065737468037	1.4128396857436432	3.9552072244040066	0.08127538734935788
4.699208884521632	2.429824282650806	4.227064641071541	1.4466868302970428	3.5728138613661935	0.061181808561354925
2.985008383578031	1.0374999821561943	4.158699745804923	1.930936001692844	4.367823759536922	0.09867783389836617
2.369312670015081	3.4789767641363007	4.407874740288403	1.3676924635660512	4.216213947842233	0.01819847018107161
4.765927453395909	2.9225409943621097	4.606198285494763	1.3497814258675573	4.292977365913064	0.0410935579822424
4.211277571680583	2.7854823965387587	2.2065652289110456	1.4146381880467322	7.902318565564009	0.066412817095953
2.3920535843564483	1.3142708852133147	3.4138699894540943	1.7613919538644016	9.569729032739131	0.051996039229523436
1.9811623962355585	1.601141223941258	3.9969269312487454	1.135678654765355	3.687714362003491	0.03559794207992875
4.547221049518601	1.7865122683699288	1.014057045807767	1.8566015590645024	3.37102299784628	0.4446136370100369
1.793474924338216	3.5323354969876832	4.720800569462579	1.735154536532307	9.99582233857439	0.010356457235317985
1.3661849236731325	1.4378350664770752	3.7705554091159335	1.5962822115738882	8.765978402257401	0.024517990312841364
3.6708791761594837	1.879743812282788	1.9108189666465072	1.0977882714824907	6.582277795818388	0.09760723601000997
4.9663156547814085	1.3112874338979497	1.243341034490132	1.626923309745856	5.829966204630189	0.3362315819527057
1.2000081096952298	1.220934947861323	1.5191321902997157	1.911477222278743	4.154844106344728	0.09535438161668697
3.8399712694224117	4.661459119482685	3.864126150123804	1.560638268447076	8.400282653576946	0.020835566474717068
2.097939478665173	3.1330267286272644	4.485316531187432	1.2203903645097456	8.604977297834433	0.013843611917114718
3.1708177838278573	1.4419830737856518	3.663782450326511	1.0539304454417882	7.3289033886051556	0.055782595788743686
3.679540965188862	3.3631480874307496	2.4504734259621825	1.561087099916831	3.0592267789604546	0.0725516269707478
4.0158714715597785	1.2404693791784798	1.5991471698671416	1.989070483751837	7.456400966239824	0.21970977853634413
4.1112952387424215	1.8219341769467707	2.36399967931237	1.102500524663223	7.7207402380084	0.08861457378789839
2.9779124944827258	1.995323831308508	2.6475210751048897	1.4486794180172509	9.600441626103466	0.052831015804592214
1.6088914756055224	3.8458399116454083	4.614146209112914	1.0890687321174866	3.072638400884544	0.01117630712465608
2.197780045620316	2.0591747133197664	3.792892309101898	1.2805706630254965	5.166255232110903	0.02977275124838745
4.613422192126525	3.8479371074209134	1.252323462676388	1.2695358904940743	5.507756492173394	0.09900566081256618
3.5827763598515303	1.1495521475811654	2.11619116495036	1.069067666950731	9.81058615806823	0.1315328824626998
4.438402620613087	2.5343063066293627	1.6148030848044996	1.3065284046718797	6.477554011188685	0.1081116539889267
4.903717836031858	3.2049335888001598	3.7386415681946747	1.5146665646147954	6.619823658610517	0.04222990005495921
4.948923090824383	2.120629686416996	3.213348443845068	1.925761669660837	7.975412342525374	0.07619053634458857
4.84517235169204	3.4020964810493126	4.997327446545016	1.3867516371080382	3.2400655069924187	0.039647859725632735
2.001141129253372	4.124266209447102	2.7751381429411888	1.1435258908093613	5.075874273118519	0.017959549022166225
1.5901270692528493	2.5337525907488803	4.805823262105713	1.510503128405983	5.975313081449865	0.01390745468473581
2.6583855298457872	1.1168403576550583	1.243720343126263	1.0022544554093753	3.4892107780482253	0.2136748021892425
2.529681772406856	1.4321033701269532	3.6384441907973533	1.1499584010507773	7.646457150230768	0.04547229177072115
4.09929736999044	3.621052180512105	2.5905953496559238	1.1735649412911726	8.650544332798866	0.040233002819613915
2.4621634131492307	1.4604522989594302	1.5518648259763481	1.0405075042243486	3.8198121254554223	0.1188150887198338
2.9199348850434133	3.31269405131244	2.2514489019000656	1.878615248103351	7.133654747603705	0.042291781714835615
4.365067514305947	1.6925201914915171	2.863939125831325	1.2314576554963867	7.919647671633802	0.0848556409400004
4.0334295207647575	3.4739400792362938	4.912348971930584	1.7302527138339052	9.045188286667914	0.023257347410498414
2.0669931341810184	1.334759197338809	3.5938659414142022	1.203048585710112	9.744154003672369	0.039119602394069225
4.847393679041574	4.5430848419788	1.3858617502088542	1.9955909071672266	3.124432761754014	0.16957653301613654
3.5302330728440827	2.182675750195393	1.9476992458585618	1.052519331151041	8.324039200651878	0.07564693169925969
3.0607650484772035	1.4524226094321704	2.7289357798177765	1.373726453862686	3.1159231523335693	0.1099064966978172
2.2977386565139866	3.5107434171225558	3.982513594607129	1.0379265976988374	8.6307250130642	0.014865510206199969
1.8962153328421782	3.426718807614873	4.512010442754269	1.233109040550229	3.0330738405286635	0.016445542213695357
1.796230728506723	2.3900253171001284	4.411009695597034	1.5572525019903622	7.157052597223968	0.01732899710520391
3.9028539766836863	2.242177912808363	4.0660041903674236	1.3307181509081951	3.937964855784276	0.05145460580124574
1.4065824372343425	3.991889382612916	4.159125152707424	1.4882269129625156	3.3118332760981386	0.012243686635767905
2.751808200420148	4.921697247947223	4.934637327061738	1.4732155357107117	3.4850793463222782	0.01561896506580763
4.712547911795535	4.297957942845679	2.697902789982232	1.1024544320023488	8.073889606136566	0.037455713087616485
2.4911546314482425	4.423016607462741	2.7534110167394448	1.7557022528700021	9.60405422349964	0.01991944978480906
2.243090820822724	3.775907554355967	2.38097032217866	1.0365474579500762	8.041920666625952	0.022792405689238328
3.628143515580486	1.0716815500960366	1.9789759675133207	1.0448822454399287	9.53315244281384	0.15289231685461066
2.1853582868350907	4.21743135120963	4.809833700495247	1.5651176494503831	4.38014664253155	0.0133395285344031
2.1795013242200727	4.829071239781277	1.901203370723827	1.1315709344837162	7.886845074782037	0.02205542429736513
1.6869810919164046	2.8319104954905923	1.772208492205927	1.7620014999114837	9.257567958141667	0.033036837278509805
4.456219623841017	3.761155427486406	3.8449480471577897	1.7878658838897976	4.638454603342524	0.03990099395689327
3.2856754447931804	3.1312775894280818	2.8355694160176754	1.163480719532891	8.233398894827577	0.03429396609752623
1.3290943104687043	3.124519843309109	2.2836580139269893	1.0961667693595016	8.540484374480684	0.017005491525646066
1.3593501550627924	1.9836442054599657	4.761815377744684	1.5506164559474682	4.26895814800635	0.017984691679861362
1.1777744122272482	3.3430130091983976	1.8229361934642592	1.8836080938726119	6.076477302015103	0.022288625192044574
1.6522074423965396	3.879054420383462	2.0542398982914487	1.7198919638910446	8.02884108369813	0.02099778645056208
2.40266583417834	2.888635727727431	1.3069189827371277	1.7145493859213867	3.837295188658576	0.09155230491186976
4.187900845903306	3.95270662014369	2.4304982866127767	1.8625384625941264	5.197433271213576	0.05406340674374829
4.053494286919371	2.4622775970462527	1.8895102990408683	1.2961495832878556	3.9391068118435033	0.10333347781739426
3.400164731277622	3.6060941112485656	4.838620766790273	1.9781723399861952	8.373908840654652	0.02030341625347644
4.112482598228292	4.758241014279225	2.2780556921875044	1.9413321120000069	6.431389237504005	0.0432450460650229
1.9679287382431785	1.85650324936483	4.757015755505017	1.9074804140677943	5.0172123381707845	0.028609398686352813
2.7616583073088745	3.451005539861168	1.995968983690354	1.2376580676184417	7.530922107625048	0.03817972861082977
4.926145361791087	2.7558217967989416	4.169442049312143	1.6704691662565232	4.6001550209512025	0.05356975981670545
2.22428202553946	4.868345714800947	2.9192235835012896	1.7807638990913508	3.0203475896207403	0.030346757229212082
4.900988827323069	3.678522230790824	1.1578007207955467	1.061578042503078	3.341185899238491	0.13421688111414568
4.133606642088192	4.055109244181604	4.026778047503696	1.4367735206679653	8.43333949031879	0.024281397665272916
3.2800564238874808	4.865763814730178	2.807498846688646	1.7835473413767824	7.844738939545692	0.024729840917321836
3.713100489892755	2.7039089799483564	3.0691117748034875	1.2910549023144855	6.562982111700648	0.04432552423820914
4.330661819690073	1.832941878134588	3.1955267540015853	1.5701275989840502	6.160694753440702	0.07896172028264803
4.175623545753839	4.3428580757351725	2.9211741755941283	1.6891784853339369	6.577983813406465	0.0352426405764875
2.230724881499322	3.4085759864555065	2.5913671238064904	1.9244186085418808	9.415292911829097	0.025260128096819552
1.5822739799059875	4.775253272223714	1.1612437776872908	1.826127365702908	7.541870419145161	0.0299611432170408
4.800136274496137	4.326422068816925	4.720530626574779	1.6354385255149042	9.601826810039558	0.02254324319111092
2.0746224439040173	1.4852069338142833	1.790435528159542	1.4783960666562923	5.771202103775262	0.0834658018325528
2.4368451074197233	1.0241379861006412	2.5154277035933728	1.7112073235741745	6.419134622927166	0.10263476274309248
2.91969079768658	3.9403606252135672	1.7492484687136534	1.1850036512976714	9.65545953015686	0.038424275474820115
2.042158294432303	1.7250443124174524	2.4643632579006205	1.161867206152627	8.337348695251299	0.04441723040495232
2.0553235679016937	2.303978727525162	2.071452345289534	1.0914658366467431	8.952682647365734	0.03902836360710785
3.7122880724155434	1.189637215090853	2.777174205059958	1.1156076742107768	3.4138619389127682	0.13281955490604525
3.532473786437873	3.087553001373671	3.470537525281189	1.958829991103014	5.374995562854383	0.041275953657926905
1.4904478693078105	2.492720256019609	4.754472437561342	1.7108500321422386	7.950109122376844	0.01275178902927911
4.435143754533005	2.1718446706596164	2.5057003508191715	1.3038167193219126	8.31102535646346	0.07692181098799537
1.4072205059370884	4.371344248737734	1.6334657644974937	1.3468864831290341	3.174986817240298	0.027237619190046938
