epsilon	c	Ef	r	omega	omega_0	target
1.1713202187746703	1.087236572140477	1.1271672161835753	1.1999456823633434	1.3348763227026168	3.451212774162538	0.30200999141226703
1.3304022550626124	1.1058996655591309	1.327367390042876	1.5929390962319643	1.7190395642922416	4.590748647998041	0.7328261859823894
1.0187425428435832	1.2306566488150086	1.3887278453187069	1.1809547531435585	1.649697900099098	4.692889835510402	0.28081272850497496
1.111282443197374	1.0815366944682916	1.2361227189839332	1.5693667569524516	1.7004102905934864	3.034817090191121	3.967191140462349
1.2245809721339909	1.2785376234777783	1.739251231498104	1.8069724374565652	1.454647088471822	3.962948466335989	1.5706350998833905
1.6269865313003251	1.1199109128736788	1.1836677990842852	1.6342654918767312	1.4380696574744585	4.926804208429386	0.247722336151914
1.1179937981142658	1.2874829381173596	1.6370184368925655	1.8656741683710325	1.7427930731307346	4.167722913089419	2.525703562047789
1.6168908942336706	1.8734593199585468	1.5434171131580254	1.233674387463874	1.2867920201579652	4.228093980660163	0.4793607195019398
1.4017821335574392	1.1095923619728962	1.9724310043726776	1.2264953569838135	1.4033078984367373	4.12238793256023	0.6550312098076234
1.0952567208723654	1.4949988073624625	1.9071851582654145	1.381730599447585	1.6723332826296873	3.962379081761837	2.237367595169518
1.0520048427543758	1.5470928711579708	1.6005064860423288	1.0286851190408366	1.067207120238756	4.877840941322819	0.04670810052176565
1.3633179327801077	1.3756758579272963	1.613743681797532	1.4475065245770449	1.817202161653204	4.411245392533952	1.790651119028281
1.0134628939268158	1.5218048207397945	1.3079499020362009	1.9912016626646236	1.1343072932052962	4.392462580136317	0.22371994557580985
1.1996013280235358	1.0936091259855194	1.010461645991041	1.3415815142439735	1.3938566296739925	4.987175438353303	0.07250376106654287
1.0711687783980797	1.129471986639378	1.35567424144041	1.2351111212763126	1.4426749338037652	3.9110864580387137	0.3524240377707423
1.7019166083940749	1.7272317131718018	1.4184274289626488	1.229898075490512	1.7669871057453586	3.6564727817227216	3.4787516345453247
1.6107115652466506	1.7730206075890076	1.2052412369770569	1.3155085095950785	1.6502685200210188	3.359382534110257	3.042404090914486
1.3811740133226125	1.4870149763287848	1.0484202285445918	1.9231093580445031	1.3016468007944149	4.542194785511281	0.2799432077900013
1.7814150697053963	1.68154396793157	1.0682763752703208	1.0453370013665355	1.939474744042097	3.071094888600581	6.886567739702874
1.4886914138624618	1.8589315491128828	1.2971760047857868	1.9452879879587317	1.1302482007658965	4.787838671312088	0.2570779246542778
1.4782089171815462	1.3982973379628176	1.1657218372625116	1.5943331438434851	1.5267156167787903	3.6543585347543512	1.3371110045045496
1.7154252708341946	1.5362117463442315	1.9076069131478104	1.0542311319400532	1.762637166590492	4.5605761226302315	1.3767671792023637
1.0361669606904351	1.4450533343621381	1.5908023591874358	1.968999693179984	1.8168983767000968	4.326132520507056	2.8222842163612656
1.2434985243925396	1.1208505470954946	1.7724158815816198	1.9652077229129261	1.1505065810364563	3.298022909885513	1.3598165205228103
1.7982044238592063	1.0372614010962793	1.1401112960148847	1.4318748919362942	1.3903899829246478	3.990365052040984	0.3975962184623615
1.2290822642627504	1.8237248278194025	1.0522314126141052	1.7989084335294343	1.9509030148568591	4.3163057223214505	2.217449479045725
1.1754672734501104	1.5898911501558657	1.0482488940301882	1.0882962831136491	1.0963609676361743	4.452593725978912	0.042440199952739066
1.9769466075841695	1.3412822063144665	1.3330530337755635	1.7242511429372125	1.598614368893648	3.2891538872775317	5.613097605899436
1.2692037869055088	1.353601247557095	1.6611664591138076	1.581644961985038	1.7423308007045972	3.22922924540138	8.37779038699272
1.3811832856531678	1.676849872859028	1.5923058882821437	1.6554920371402386	1.5711387692669043	3.896236755179487	2.5419040509128834
1.9230630959428177	1.1303208266660123	1.7656978118579671	1.6644718829523382	1.7646558251211697	3.1889405239950293	15.320564468264713
1.0759340023063455	1.3581097282998595	1.4504408905844095	1.6719679413550157	1.843217427793928	3.7197375377503437	3.812885831925966
1.494917159902868	1.0733314286409372	1.3615380792608582	1.394805605987199	1.7219242851139898	3.0480261636007118	5.3260007637514635
1.2750193786564945	1.6052704640907731	1.4403418495592992	1.5910750269775311	1.7644534247028116	4.324380096988143	1.7963196997926618
1.7185770452144196	1.8979193416676583	1.2258898396205928	1.71811017630746	1.4679340460888528	3.2130003640982734	4.217717312570237
1.3971387035010243	1.4251746837189074	1.7802189213861537	1.0902651885384562	1.1988421754692236	4.100750596159024	0.2744119357351957
1.2512681879261058	1.6830168173696585	1.3906232916637284	1.224511806326261	1.5833373186192454	3.1427434709618263	2.9596846688367533
1.423382802825414	1.1568783540712615	1.4547193783844483	1.4086181976311618	1.9067957790059709	4.120552980248236	2.15053822686479
1.0394887035496139	1.6629328214814088	1.3484254711567452	1.8374011947003668	1.3464807713646951	3.198800646938982	2.0610667972640333
1.1599414025247468	1.6279939119032698	1.1638753540524975	1.1013798578487342	1.4029963651812398	4.066860023509894	0.23720016590835635
1.285000478866761	1.7528921653380247	1.0650790510791548	1.4671232009359143	1.275192564446286	4.13765700692847	0.2537551846321325
1.7478260238310348	1.6359137121160108	1.0085408336798447	1.9938722654830667	1.3644112863316258	4.699977725953146	0.4102010413773575
1.4906069400671864	1.0191145322952109	1.681987962346454	1.9710223867515704	1.263637193484252	3.715991390162426	1.1957294619134269
1.1654609818720587	1.3651683536219648	1.5354045872325102	1.7088590601111833	1.3802061658824254	3.8619230095099737	0.9837543764758442
1.1442725445171047	1.3812827094895754	1.1822658855048434	1.4908050585441757	1.1658100472507331	4.25729852357789	0.13516119018357073
1.4428733699709873	1.2405989174287642	1.5713465018831223	1.3583441398429068	1.539661796014487	3.0646227884110626	3.8937792404495033
1.9543356284904736	1.1660897903916505	1.1209033344519412	1.702871210905615	1.5402790279395069	3.3683666026531585	2.4310838328578015
1.2312836094297681	1.4899423483106324	1.088229925670117	1.5703761573377168	1.7629759078084146	4.584682698221952	0.6757709327630369
1.192705785646495	1.1363797531028546	1.1520592504184335	1.3411658411606393	1.961666399013522	3.046763526490752	6.795480996106073
1.1201179616723869	1.1469965109498876	1.2473792061646272	1.5309023642343258	1.6860778224715924	4.686926753966539	0.4336508410785944
1.1978126595598244	1.135151560728166	1.033340393569071	1.3083633994285124	1.1690594796550071	4.001519652625799	0.0906599288295252
1.545720895683566	1.8794316060351388	1.4614848511789438	1.1706975536876036	1.3833205506055226	3.3069161963453952	1.6025016524924134
1.1335213664003967	1.8988628482336751	1.5034927846962391	1.961915209297992	1.738515182354733	4.832033866959594	1.7345236373067645
1.3822769830957369	1.7499819033578818	1.4482292452221894	1.7879298395766423	1.5293912223374138	4.78543084835891	0.8791552800620847
1.2424019765211132	1.5211243139215038	1.6681461529209507	1.158802842740157	1.1839220078273498	3.9572308982633486	0.28587593444508874
1.264138010605805	1.1329869910857029	1.5852384439217655	1.340345248732333	1.2346803397648063	4.525645144266472	0.17514920939232662
1.8406232726382183	1.9428902595207889	1.9920944355625951	1.1968547434230403	1.4079772503385914	3.018873819367444	6.5805461509626975
1.8072059295228984	1.8334789977374573	1.4156127686831408	1.6464848206160692	1.356612391374015	3.996567965298082	1.2787414025827633
1.3428926587273085	1.96253157948145	1.5927894072943003	1.8651592086463744	1.6544948921197076	3.6548998931798113	6.471886907625649
1.3392255792448258	1.169187079682725	1.8647574425220632	1.3292444767842455	1.6438913399778587	3.7745592916177837	2.2079611194938558
1.658879306511179	1.5532075578664302	1.7968067073486984	1.9889715027092232	1.3646266301914671	3.840978583502849	2.8766094882221576
1.878657270011069	1.6168882554383277	1.9925505832409087	1.2385414531895012	1.6162916966563388	3.0660428061636598	11.476862345693224
1.7908310838757306	1.3467681877067577	1.2777774147217449	1.4580734726092015	1.829226318295388	3.634698742620913	4.034445862072607
1.4287435683390004	1.1419589923926432	1.9358888545012007	1.09024482968896	1.5082335084392122	4.5897417139188175	0.446147732684466
1.9494190478258024	1.4287074334445178	1.0188150773403344	1.1387432257990455	1.1456383781037092	4.34003153746759	0.08809141704076155
1.5005192984580722	1.9782655636253017	1.4640150484872447	1.9180537107506117	1.1383656529351995	4.058147633508277	0.7152034467535625
1.8348893371505752	1.6486119536193324	1.3055438202113436	1.8075516937374163	1.022766774140058	4.9776510858577225	0.1371062258396927
1.3553941224460757	1.7282631280238294	1.2776981971709167	1.3077113195061116	1.100798728277654	4.062961903049208	0.17191980787177466
1.199354249619836	1.9513692550946395	1.6932889419275003	1.892932119926857	1.37431340214453	3.8982783283498574	2.028784782801253
1.3405864888206669	1.2007417487748089	1.5153517336399371	1.4459747363419009	1.1323616853137346	3.2782927973357165	0.5941339988397337
1.870332751359116	1.5294066299663325	1.0124480515704954	1.5423123543994357	1.5124294737684272	3.9473801710988656	0.8649396598559097
1.5748169191151278	1.2996599377482794	1.3618060690511986	1.0511619025435013	1.3782174243733127	3.933571878170564	0.3440369858561419
1.1393651442448685	1.5540545037434494	1.8473388929286467	1.89510061014189	1.7241163268233677	3.7624199549661097	6.422549604909872
1.822173326187784	1.9028723170791044	1.4692833173783453	1.2942837978879664	1.2066490975453767	4.731669673570583	0.2541158239097281
1.723943988933742	1.4476109397768928	1.2154862557767674	1.2641207186441412	1.1601743188110565	3.7129013287210015	0.2889473784143963
1.227085757595615	1.109722784813873	1.2018933814099122	1.0462802231491175	1.8019559601913695	3.9814455844085774	0.5985581287826542
1.8492661058065052	1.1307197150388817	1.693033041951597	1.167003241701014	1.5731353323515855	4.997703186661717	0.4135510975941011
1.8393347856138995	1.533941147417094	1.675856157917083	1.91705783872776	1.5433057765125489	4.958127443519073	1.4039629925217982
1.47967748015499	1.5325294496625017	1.7886950007198748	1.4009107302256427	1.5334182516968036	4.110877349258006	1.558107650494135
1.5087757166895734	1.161035634056151	1.0882780191962989	1.0706836478125972	1.2018386457789176	4.254656641749266	0.07490592356465009
1.4912528073167242	1.3400739796221504	1.832407114935274	1.1600963739329198	1.8444446168469304	3.700323758159597	4.134252649566598
1.77969098327497	1.4650191206692589	1.7819325793060603	1.332958583148511	1.414757831591228	3.3893892157563466	2.742938826274252
1.2833664072652973	1.9584809768260865	1.2555963200120237	1.5408044654218025	1.1322673449966674	3.88860005212274	0.33816519602023176
1.8861549053989377	1.9161951936888717	1.726685575144581	1.056623337850574	1.3660839331509371	4.021711895171455	0.8572854279671274
1.9673301318321392	1.9891325372116528	1.0392583994008584	1.908046095277947	1.6572308385373662	4.767796847885728	1.2171877132356068
1.6081134057424389	1.911993028235032	1.2460741227373369	1.208972681618147	1.0274580336664296	3.8780077258488825	0.1665907772199637
1.6949494346500764	1.1840017003387309	1.632084375476081	1.3913509346271722	1.776239031087691	3.5155578149786213	5.0932758704292835
1.2929600983687157	1.257933122395435	1.2413933427606323	1.2660823427391068	1.2273261180312294	4.052997761791101	0.17153368100385516
1.3681014652955108	1.9018657711452835	1.8453035077080049	1.7065278595215716	1.4949362799720731	4.174395673230746	2.339277552474416
1.4598216689579244	1.0338387991999372	1.7619630430648423	1.1827794961353002	1.6197563475357528	3.209816966606197	3.2047656655347487
1.2971941637171749	1.479774964578163	1.4585565847996529	1.032043269876176	1.7723401615346834	3.0985579074220566	4.307965436438426
1.1787123897468414	1.5363156233353088	1.7259513983743762	1.575950088389511	1.3667310185139545	4.991680306501977	0.3685955116416455
1.5886619236275348	1.3634860460889504	1.1381655359775706	1.3099738018735978	1.3299111965470478	4.222677842769478	0.2445567081119849
1.2566589245493651	1.2532928711492066	1.0097833879633529	1.6070402946603324	1.8411187871786003	4.419698223526443	0.7659012220850258
1.3547750637762035	1.3815709226195725	1.8745271300319204	1.45695481263463	1.5215155110902066	3.4128399232791766	3.5984645953166674
1.7611000883814825	1.5472303169986314	1.2923830857941438	1.4124711602923212	1.2334247724176892	3.657857220112641	0.6259712860119901
1.207822401379596	1.195531644348972	1.5941451070801609	1.3497486480430965	1.309164730811796	4.918118367935144	0.1628664502532983
1.886209427324946	1.3156244551473293	1.7660189823912391	1.9726330151065905	1.0105944400460736	3.4027102333746733	1.1806174256407147
1.9868952118198917	1.6728404948531006	1.4784028216185785	1.0953512031264352	1.2575582762092057	3.8644888610987103	0.5121260327484368
1.1608602679289173	1.2056604848231316	1.9768818476206205	1.5757482692835931	1.3429644423883205	3.408816943047775	1.9203271422228467
1.4133055888235533	1.3611207546755328	1.2135072651865253	1.2044706160387162	1.441764200713296	4.700116270840155	0.1857277233965469
1.8454332232809032	1.3425936807550778	1.140897518037387	1.6273521507539148	1.7508206326461966	3.663389559288281	3.13509067787386
1.1830716164539123	1.4709300063135615	1.6925106035531026	1.7978662932244194	1.4768923947311867	4.037415006494424	1.6107400937638752
1.8996401875653992	1.9527078360064298	1.6239321656805643	1.38006000923341	1.538324433512812	4.476245863214463	1.3996876336437427
1.6952863224658337	1.92853220628187	1.271267380464888	1.7608709386501058	1.2215387986931914	4.3125143229200615	0.5222022099530549
1.8162286971473982	1.2598695058477851	1.3685460731774328	1.77129441743357	1.6053326054606167	3.0743387764763113	7.9152969550654815
1.0115909366092928	1.5203475074809218	1.3363882143161203	1.893113490814172	1.6743197472947242	4.006344763004645	1.8464769274092596
1.3975658134117634	1.9338150848941835	1.4277665576889893	1.869460952358452	1.0701475905429492	4.978063354368652	0.18934484858761366
1.8419724828223203	1.6554220526730257	1.2663236902954442	1.8835518088963656	1.6992478073547357	4.343739823051884	2.3722695250983805
1.1916101277028677	1.9585151473997582	1.5927059200826341	1.3923890265220118	1.1755211528653915	4.052263995995587	0.4059068234672032
1.1606532684372797	1.4438413945931086	1.7533783559593124	1.0301819747869023	1.5043752779709667	4.1392645829738095	0.5304826572829769
1.6919596153505472	1.146194435256756	1.442612534259839	1.95950227110924	1.5422990873349138	4.830841224043394	0.8361582268967517
1.2296375079859772	1.4372180204789775	1.8603692347323495	1.9894090190440488	1.4835661209322912	4.016579704291388	2.530690361419793
1.5317332079984587	1.640508156705763	1.0879766967329765	1.7071780873106932	1.5054273153339484	4.094351008656943	0.8873725096750009
1.8552548260171282	1.9039406673376085	1.8634442400403133	1.8637628698112536	1.7140074257203035	3.0658556750841837	36.891277804993614
1.2964349836929274	1.1955602543835342	1.7212853462048137	1.872032292718349	1.4417787096381265	3.627536741356842	2.372656496486403
1.7669644419800763	1.7646699549879847	1.104548991959449	1.4202893535140202	1.3204059217302977	3.517451219431277	0.8648669334278577
1.4308925042001657	1.3950408996684978	1.0694981009024531	1.0906846808144108	1.545328368161175	4.67519356375883	0.17116667421998386
1.9126971647420008	1.5640375711012222	1.315233318913677	1.558929046894162	1.1690784711439304	3.721747719571877	0.6313372411497397
1.052602255777066	1.6026675450902428	1.3893458621348742	1.1388155400758255	1.3691663586779903	3.3777100570816536	0.6838649108249214
1.9856370967690515	1.0092453692032566	1.30260207401474	1.5399347317383407	1.6425754687756569	4.6592303722218835	0.6803516508932289
1.8235090269776852	1.4828265593340049	1.1462255774128725	1.39891257524146	1.4513998114610112	3.6913064944624585	0.973897328118139
1.0991067070166791	1.1885630379942729	1.4473206156438094	1.9716970254995352	1.4192155285613577	4.447127138416303	0.5729711075822477
1.4222726078671541	1.4897922034687687	1.5601349448091266	1.8716048972649848	1.6602996874528733	4.422858887951613	2.036171287937641
1.1990270570741566	1.5591533160574027	1.868354517796776	1.4815285046595572	1.129451384027821	4.0601481418058825	0.42209063987703216
1.6505497189170706	1.6264915404968483	1.5781995202375476	1.1551453757146233	1.9289894614022212	4.7395015103406015	1.4731925460051336
1.9679684180590469	1.3904020018888952	1.2407054314649946	1.9524281521162352	1.149812905363823	4.010567634467141	0.5394095311545387
1.2560589765096268	1.9026951934757448	1.8587809703256664	1.2072799189305434	1.5288221122125307	3.0075650008396817	6.120156377285644
1.8090981297820148	1.3011621374192146	1.6336653186311867	1.356482081482564	1.252882280586336	3.2475924630869404	1.4804756000360184
1.7638853569778852	1.179963733083525	1.0834368879085854	1.1751764754283127	1.3403684382907035	3.657247242039516	0.3402557441476784
1.3151677866825486	1.8359817859839664	1.0079934127358443	1.7981828192294118	1.4715686561173067	3.82151523894834	1.0071862686343969
1.6955372215643076	1.6669761500253035	1.1484560404252122	1.4914902522292603	1.428274545692223	4.653467766180189	0.3757285482995973
1.7086650015890656	1.7158820226820406	1.6996515112707935	1.6536337987731284	1.0610888217532564	4.639828914989158	0.2954530645181489
1.0188900373428202	1.2114419634333418	1.7465621315419075	1.6471915750485755	1.8810754980036584	4.345785152775031	2.274730349868317
1.5006559875962762	1.5933713776334153	1.6010732154261291	1.968526376540136	1.2343084723263036	4.065461620404968	1.0257598165740545
1.6129702415124312	1.098674069727295	1.9653400885684984	1.7407249918075598	1.883583317996458	4.396532120242138	4.390928860108391
1.1190381522117634	1.8962449529914018	1.3325553045303078	1.9110370433584452	1.0088849681766048	3.795597643013759	0.3331390970142899
1.9129101988951864	1.9896009449701448	1.7668847239480852	1.2044893582343228	1.5627938517789364	3.1367932463181853	7.871360178952933
1.8470885505803016	1.0845930686275644	1.5750366162511518	1.974034892964384	1.9837695924173595	3.974222468804475	8.932959908010128
1.565412970952195	1.4230682398407113	1.3194778079737777	1.4322415137977464	1.3427707516108591	3.749122668016292	0.7216233200911513
1.5946734376323122	1.0416227661348216	1.6038913778666584	1.4056942057055593	1.6588985116508719	4.612791123392028	0.7804106651370843
1.3665680592746845	1.6912963012287678	1.2118161039343416	1.6716039218183512	1.5959158956564776	4.064573866868379	1.31974465773573
1.0542149012562128	1.6886133174762077	1.8578652925022137	1.8174064745467715	1.8790696885254576	3.773531787083409	9.242373725031914
1.3984605747005479	1.1945084615228856	1.7824246717545562	1.1413881231405325	1.5070624289435286	4.6886465104830215	0.3844795828817686
1.5521899078078136	1.0874490175446243	1.431166926361893	1.549668292520397	1.4325902927314351	3.640552033420477	1.1674849274491654
1.3479717966985012	1.3525324850822555	1.981820563193446	1.1325996753899483	1.512645152384856	4.6419123107328835	0.5430851646090551
1.4449260036429352	1.3906545655070908	1.2881268073180003	1.028701993362091	1.4542457228988082	3.1765011916117514	1.039211216507202
1.623518909685896	1.6174077555058215	1.8295886229192744	1.0981034171233224	1.1960485912385048	3.850123768145092	0.5065281246708722
1.848133511735836	1.1739945941918608	1.2503467146831897	1.623488184567324	1.6012209545049347	4.693317796200425	0.6498577310685315
1.920556083739854	1.0246553655024768	1.7745239725553117	1.2228976939096792	1.9489122584879957	4.741394056539576	1.6044783366713369
1.1458022113218562	1.6222392391412024	1.3634553238986933	1.435884706351201	1.4889058552594965	4.257860788135121	0.5791941722041305
1.714350507390403	1.0452305869806493	1.3940912173561368	1.1945725036159365	1.6713565515582045	3.4472573741460235	1.965812164015952
1.809979770366794	1.132342543356501	1.306354819144603	1.2424526884005118	1.447933643165071	4.329539082358274	0.3586509428819525
1.5672083541436188	1.9379140503872367	1.6955156815066017	1.0565396457552911	1.6028018622120164	3.727033312972777	2.101905583006954
1.0008494314014005	1.8144309463671648	1.5078304872306738	1.9209768278291044	1.3230865291237004	3.9098918686491895	1.0672709850224151
1.0642140743738049	1.9327971656342728	1.7670511172250647	1.7098635469966306	1.494388403809633	3.922341615868067	2.267900355908038
1.4038011949827645	1.276854602208607	1.9592182118201449	1.4365130030072868	1.4934239539707217	4.330863590893813	1.0832132856068446
1.4126824343845448	1.4813767448027515	1.4420280523129765	1.4896929250445459	1.5919246858238234	3.0650680873319103	5.519865519751511
1.6772868132132328	1.630456227977711	1.090704074215976	1.7163999107131804	1.7709164236719284	4.3682818773895935	1.5529545400417009
1.3951072616544438	1.9543502028480813	1.5962326602578776	1.4835908612763022	1.346756083168863	4.730838158670215	0.4981153042922321
1.84788775099423	1.333579141967579	1.1879620342150532	1.4553675610036532	1.1883836175072924	4.114441813416471	0.2556109998996792
1.275899277386065	1.6985406803783365	1.1471298069989881	1.8284890819873825	1.830637291397882	4.837026263750071	1.1162522599176554
1.093794772825361	1.5183179452187048	1.917927720987742	1.7085490300142574	1.8628622036570135	4.44273522647708	3.399228226573056
1.160720731423747	1.6611707895064065	1.4534962054678715	1.408671009084113	1.794622057633014	3.839691618630225	2.6452784106375957
1.295062073390345	1.200051191306787	1.9512477853467431	1.6344657525988855	1.2149108488688527	4.068825031656717	0.6344086328445722
1.7885215850065757	1.620475661828714	1.6421303636522464	1.8136272431341365	1.4612163546317791	4.567140480623351	1.4002808276403305
1.4348202057523118	1.2013280224730103	1.6957234081247878	1.5086070139512744	1.264965610991063	4.80648785100993	0.2616733925946665
1.193404290134013	1.455252132733276	1.6477559016637606	1.1416955301130978	1.2612254669314549	3.193546616977908	0.8791482863066579
1.8944684346004037	1.6822566747891499	1.5162410502924764	1.0054297626967796	1.9084576742496877	4.132963241250631	2.2787315478453882
1.2415423200646276	1.76882974197973	1.1970255914797177	1.5549068272271471	1.9389113264075428	3.8498335440575353	3.6806856955773433
1.7791170728997536	1.8177602642038482	1.1115111748227045	1.0302186219746607	1.744244431032118	4.033184795585388	0.9401720950848896
1.7376017032609878	1.0808251496174537	1.2268785457801092	1.7396056178948456	1.7636935951616757	3.95060223806135	2.2202652425015272
1.3551035325397436	1.2281096872199926	1.4469899211435928	1.498578208184675	1.8263819998958877	4.539241870164842	1.2229758610136563
1.636512785401156	1.203491291046185	1.6737727574319372	1.5131865971851668	1.5196897754893448	3.0776095116543467	5.5024103887921
1.7855082672999218	1.0095737074533468	1.6908373013386582	1.3568246318676198	1.895865938828887	4.8507537571450525	1.2918605209895988
1.2266907079021585	1.4882148078276312	1.5922886647626884	1.5396741883710878	1.1374913084577052	4.546653629386945	0.2049072254951244
1.081393165245517	1.5429876082453051	1.9233170279477787	1.5063448550172749	1.266259587602566	3.501175819069192	1.3285689255020123
1.9637039760242263	1.4462475285476355	1.7619446290193612	1.7016668292660544	1.6958617537591671	4.9711156862400205	1.8550460528533463
1.8370431819053108	1.0541559594070455	1.7411224074069418	1.3220741136944718	1.758738567077326	3.3667503783156247	6.05395423381654
1.2044141644273276	1.3016496975573473	1.781563219447278	1.7729771039352529	1.1018936725506383	4.486367397384932	0.2700165630425386
1.3710753563340812	1.9695772456651963	1.975140854446297	1.7490081777829023	1.376727727120619	3.545103429764868	4.257675189191535
1.8569045542465672	1.3040971550611444	1.314022685377473	1.5780346395842666	1.7314743353856341	4.3408163937068736	1.5614353998304111
1.136418908201816	1.0750904197670086	1.2751342745883432	1.9892914310177048	1.217546367765198	4.363177052423199	0.2348152444452673
1.5492424893178462	1.8704861986995809	1.3168277361087526	1.0268060888154569	1.4785088497384675	3.8050346502260903	0.7018215684691695
1.7439511139135333	1.5719969303052184	1.8244333544931104	1.2797361982532485	1.1947670859852901	3.9996394173368968	0.6009058905477482
1.071395891071507	1.1594398984986345	1.7249480366972194	1.9791840370376463	1.2551127904188264	3.855798969246567	0.8518626474158075
1.8159467497609345	1.993967525173844	1.833378254668054	1.2388128424884328	1.849790249705789	4.3205126108563885	3.941435635341164
1.9279820664687188	1.8798298533851683	1.8077854566596057	1.308946353460342	1.2687818668557287	4.760076788641036	0.4972241204403273
1.893294883141312	1.81587715393296	1.3697729697918952	1.0702523617685822	1.5270981742247702	4.26734711237659	0.6676163609435414
1.5477070390040604	1.7709896700194308	1.508364286555926	1.1262655155015753	1.3702774248151537	4.186852618538809	0.4768454494565896
1.0569218730052194	1.8413497433416997	1.4797842564474064	1.3824134838789968	1.6270603937581465	4.567088580207434	0.720923066766265
1.9831611113735657	1.162243506557846	1.5225040662297902	1.0863535079164979	1.310998256084816	4.33710520623731	0.26707769701755274
1.7104789592125529	1.0451850445598083	1.8379000766016	1.2138087730893767	1.7248139825910211	3.3596649793956184	4.77379387603509
1.5623981739743507	1.8527100446852915	1.1182307951646684	1.7374164788408262	1.461903211092891	3.9499102151243086	1.153039561870289
1.5374878382382802	1.158397485361126	1.8286209490607936	1.4107379066531822	1.643430756473932	4.496352218182281	1.180369359456749
1.101273606751581	1.369849220087213	1.020336274284667	1.4300939255843446	1.0844153104010852	3.8473225122745967	0.10021261336748244
1.5061882057703562	1.2424595183779004	1.4289132322873803	1.7521740278031266	1.0312775938904877	4.746193112552738	0.12065497470620362
1.1759686882443845	1.4193274272770924	1.9679660826667795	1.7335863078144411	1.8194762254365155	3.292954293165377	15.715799119907668
1.0226312114899585	1.879778004443364	1.5497904817375412	1.976799219514715	1.0313310989759863	4.030204057191904	0.3711052688434212
1.322726623106977	1.557397308743997	1.2749811275993106	1.8739739989593482	1.3573758622320422	3.80337017996047	1.0494394417056976
1.8344211142575448	1.3168316210722064	1.0397600223980272	1.9982286541682817	1.6308978049945717	4.277537332185175	1.2637086307143537
1.7975561582840438	1.7389578667386234	1.6483318112671088	1.4348071919849024	1.4856480938600525	3.550681485039361	3.298510449222276
1.1775610179370088	1.0820017084615527	1.0959214239540187	1.5405168552135329	1.1618864518301146	4.646631978350783	0.0676664803797902
1.567896282227388	1.1613127827779932	1.5287311110375814	1.3063305236424327	1.217603821010549	3.7724216885018462	0.41136003033453183
1.2723772875800068	1.961178798042034	1.782762223795535	1.2816774947341727	1.8686168756047867	4.729653729430401	1.8669813819637784
1.3028030560422306	1.6559912892660544	1.6577498416885064	1.560007827603603	1.7773453208144088	3.991246422653196	3.6978406389535268
1.3140016107647008	1.167135318375439	1.3685542729468028	1.8809098678649856	1.8898031996242648	3.0556017945382763	16.33357595919425
1.5418492764746516	1.4140457523435341	1.0105467786428988	1.4413228220953709	1.8039570742211517	3.8476537456236053	1.5380016042870732
1.1972960212973591	1.9652530610061647	1.6855525713178552	1.4740891735836787	1.3381917998888104	4.075790316104963	0.8882619479844687
1.2246983132590623	1.84883259879862	1.167507341121527	1.2330051594393907	1.1949487616957581	4.047542399240328	0.17918689699553414
1.706586672104499	1.5343938046984102	1.540973816337384	1.4024118247850044	1.1073893951091398	4.51737898323834	0.20940232146980048
1.6237815119368937	1.373626635286564	1.3242007901361534	1.2983638328194904	1.1988082089164682	4.179624762413714	0.22192295247873714
1.2809874093811222	1.4047541367935483	1.7000126887496965	1.2956351820677958	1.087938878667917	4.178324684918018	0.1934153716774307
1.211291994013166	1.6662717564492726	1.5991862195741624	1.130818403344473	1.5243190189083178	3.632760082257599	1.262525208174573
1.0227789696267684	1.2564667696694245	1.5396144367395477	1.719562757151284	1.11386577677997	3.8415697451140174	0.31787379602886884
1.4058825550993321	1.2463042924898873	1.5779526825521812	1.880119934866174	1.497032002869005	4.607430037190218	0.8999500566085634
1.6914160224751096	1.6156949260417581	1.2010216813026582	1.488643205271566	1.3856166721883838	4.548916683437552	0.38273645468903705
1.9759980843186409	1.3849566034405771	1.8344217190177845	1.3158251378379688	1.0799219262992743	3.553230781852747	0.6917760477658839
1.5693353174372373	1.5345797642633814	1.241657713138209	1.9044506101748973	1.8179399377786358	3.3659491445316787	9.567460492788484
1.7049798585887004	1.4150779034653045	1.295124995126402	1.434015807133446	1.9493970956787956	3.4893987386997285	7.175841491336852
1.2178340903143556	1.3921282171583875	1.9271607611788368	1.8348371518027216	1.5409468796297392	4.896982713840999	1.072486806256877
1.3244868570885222	1.8147627699104552	1.0708936742954214	1.195834206136082	1.954582986003276	3.404889135800325	3.9888143239913534
1.2125582800004282	1.2885673268134912	1.5646460109075182	1.9178783914693325	1.3139533680133162	4.765432928130932	0.3989903484780612
1.859920643690972	1.3664004818663105	1.2159875863763479	1.4168671593295374	1.023943518412386	4.139371001580655	0.1342422219595833
1.502902793516825	1.8031155627539217	1.687299914128623	1.9959201124827668	1.156950240485205	4.016951613913827	1.0534254530569185
1.2383248704256458	1.0541621267077386	1.382654483842355	1.040079117785303	1.9426781356284677	3.8753076214149695	1.2739477019517291
1.0280431922517579	1.5184524697025257	1.2234478348492732	1.5349406619028092	1.826209335739576	4.782219350603572	0.6721238174320256
1.3332059128071712	1.6456738361451009	1.0738942679842407	1.0165608437079658	1.3429414037068983	3.4138040371708613	0.3671345510163305
