gamma	kb	A	v	target
3.4682056518526707	4.196819575932072	4.556547790409885	3.9442412876626896	1.4718599964666523
2.3793960102118072	3.7356340307185314	3.071304209468257	4.632358365006108	4.08464833473813
4.2394370619637884	3.2437267121173283	1.0009648727744844	2.7297768310640116	2.730756758241533
4.342086271208036	1.6665132569389003	3.4539334873665584	3.140272773459489	0.4533613784714539
4.076978371874464	2.65173531585671	3.189616487416372	2.625402391785708	0.7093541893968235
4.005022725769389	3.2612463804383527	3.5554021728002336	2.0948796167865305	0.639449404049874
2.3481495233395933	2.696156697884733	2.4025261676116125	1.6845779125168583	1.4022648322254008
3.4195635208261166	2.7390290372260893	3.598187147965585	3.1465144127588798	0.9899325068661384
3.681514970004981	3.1134822396708737	2.753947144790504	1.9323293144878249	0.8146887299218639
3.635221707507018	3.9062122808529014	4.016559692104466	2.3787299270889584	0.8778687564467871
2.074834454620498	2.2937570286862896	2.3482189117608327	4.9836679618213395	4.529146316398355
2.6793113197246505	3.889476768861914	2.802777069838828	3.6721907166215653	3.034566359484028
3.185427998174652	4.503175623215045	2.247038078464744	3.8935374286943234	3.570395314795652
3.7530093324236726	2.9489492700560564	4.763415580267328	1.6540190656459366	0.37194751064712894
2.7776130762897706	4.995604793730527	1.0496227583954023	1.6280425406932086	4.3589646543490215
4.211161925977208	4.654311378939775	3.998934972656433	3.268908409483387	1.1848179884717571
3.997942349634543	3.843430174933472	3.535975666926273	2.7355382112541458	0.9918117206474336
2.1380309015996515	4.382635342491843	2.8719163796930074	3.7292600567134904	5.000715653464343
4.8882633694646	4.906461064497491	4.151501022721956	1.6974932829094118	0.5159594819682102
4.149517172643764	3.442659298949803	1.6878636799096536	4.2833851488529815	2.7739576284220613
3.7147266696135226	4.372834663961665	2.3277197562251746	4.117214535212275	2.84911351129977
3.0280276954185017	1.7616035935264969	2.644865144728098	2.739451865719856	0.8996932177820697
3.1637461644739533	1.2379066769281053	4.2053076186464535	2.044483914110146	0.2781426078700999
3.1719577595469337	4.653079126614499	2.3165186410825296	4.6829250207673265	4.330823333588723
4.161034768350442	2.0095906403952006	1.6214625121200372	4.343753843219119	1.7030861632188672
4.138935954680953	3.607879376653088	2.3757938222823283	3.270180508495692	1.5820949034006075
2.49100319578499	2.7106334996863524	2.0904250532482807	4.5110109489728565	3.923119223508392
4.965965455957855	4.687149427709316	1.9334912184523219	2.949860723841415	1.8030973686369007
2.3539140350071417	1.5813862750986956	3.7970248301155283	3.2654710736970896	1.0044984682427192
4.868077875736742	3.5091972025121225	2.3811438709652517	4.8727228168108265	1.856515741829181
3.8686509364454262	4.811463623684047	4.630670008624753	1.4599118813062169	0.528788876484475
2.5318153521364537	3.2548715999433036	3.0903464041914237	2.7936526034829336	1.9208465840918851
4.837591167299356	4.008494254530904	3.1123465986761634	1.637952084085935	0.549712733953301
2.014900832355996	2.7989134284968484	4.849092454388557	1.6843188667549298	0.9579210258164618
2.9595707784293035	1.8420156873899984	4.127670011221499	1.8165170986769463	0.41368225303088496
4.818293213328559	3.426965507565835	1.9104727144765516	2.430620572788908	1.1418703278869218
4.662578996314412	3.8029506032667797	4.082677860473607	1.345982009655132	0.34231649385914703
4.499581572703776	1.0884279932431378	4.970617575478396	3.130621795858639	0.19588619720794612
3.554672521182642	4.940268464649395	4.812927914609008	2.980144733875617	1.197411191386771
4.06946689984625	1.1282907544193734	1.7553634285766084	1.3509341368619978	0.2828949566131697
4.700710388930009	1.0739964168202905	4.5206059822613165	4.256397915825007	0.2732519686864575
2.218613853452293	3.761170908444934	2.3475355715261053	4.831919418937766	6.352789403961848
4.284170566374495	4.67318135866008	3.297011202681165	3.3798642550606006	1.458699272763319
4.769037951796436	2.8239309972998847	1.44644802642265	1.5130778819345614	0.7837580591300486
3.42238702382344	4.5331041555690925	2.11717495907675	2.9322163321453263	2.5917399674447403
2.650923351734584	3.582804696584688	3.2093843511249776	4.626057920125726	3.128135519705177
4.626293908133807	1.2441334736354066	2.598382104031957	1.6974497768429582	0.22412891651890554
4.1082232354382615	3.8420334792323763	1.3659210815295824	3.1954056582146766	2.891674027202612
3.387772892282033	3.4990139042635	2.9754209844816786	4.040150869447041	1.9897651142100592
4.51671801015793	4.420024100389194	1.6030787794610941	2.9239553133696576	2.292466286605396
4.203425569397592	1.2260988065261444	4.373197383174388	4.219001036489658	0.3692507486085138
2.1606356247793927	4.108256281383035	1.6473300576524137	3.8861527769227897	8.350276925668624
4.2950455292259315	2.0113647391982865	4.6129106207083215	4.4691857489106885	0.5914019850488016
3.6866089436055045	2.2625459549602835	2.7180046901237427	4.538585367653108	1.4062523449999198
2.553866436526878	4.670516148514203	4.5156396425460565	1.0467847735281022	0.6967697885932982
4.080824811629961	2.8462541836118103	3.3927457576928712	4.374307998844784	1.1911452451160276
2.7369597914805315	3.2250251278707984	2.2270877517118897	4.9856782753741715	4.156523673211594
4.490544420633055	3.4116373589559434	1.6023501373329854	3.1539326334239792	1.923821097585472
3.3225659973742987	2.8803754322995134	2.692416195512181	2.9875168662817653	1.376097500217793
3.2185875183106303	3.907233477608463	1.1095565222971224	1.6917175595357774	2.6851665261181923
2.8829324992675853	3.1469077154191316	1.2046457756491868	3.009289128540735	4.174974334165398
3.1547078499030565	2.9188501742356223	3.015808477312781	2.7940475216982565	1.2550280716324618
3.889572914343939	3.7094635098147415	1.2573884381458105	2.534070109293729	2.5871797841739683
2.1827001422403	3.0088187567004816	2.0868531701319366	4.291522531331911	5.231676508548085
2.476377257091789	2.630914652180339	4.804435769427895	1.1754174927342549	0.4359725754791565
3.8770270633636654	2.9361307477727885	4.598168905424043	3.73204541153144	0.8283110274675621
4.844288052180518	2.8430053747863435	4.114289025155006	4.594955016747914	0.8259394796855101
3.8461018348588634	3.6325208718762965	2.5422452912248663	4.3309024260851015	2.1742958192417565
3.887516931460002	4.109683488795474	3.6370247691513446	2.27807572953567	0.8914679508767623
4.823847777649492	2.8001069448959783	2.4322584720733835	1.9847277431040529	0.5975376009324807
2.72965902144993	3.8954350491248593	1.7402025088033233	1.1687687490377083	1.512600610895107
2.9352225952619313	4.171772319076425	1.9435238470990768	3.654905252051102	4.053926973898888
3.2418972636841232	4.4951850840282885	3.698428419672256	2.3627703618236584	1.2809617682753072
4.633301723101634	3.4257423621690912	4.111170796626912	4.8502787253039505	1.11238317128971
2.7522935309760452	4.840765179151687	3.060366604804061	4.1622045528916916	3.757137800789829
2.4391933773009438	3.7550361006880095	3.3089852731535525	4.451498516646417	3.5099939141997707
3.5109193537756656	4.7153576024213	1.6286726833047251	4.1270660145203815	4.758712565976197
4.84719325603719	4.940677324608457	2.751016793830224	1.1493729351274755	0.5365500171343505
3.6988866395552713	3.363652337425937	1.0075905243821557	3.381160799696424	4.182232846179485
4.1478899395012565	1.9338207240037943	4.222878078404307	4.5449664346440795	0.6611786294787253
3.8669683840828992	2.7261360036971705	2.8312642088759365	1.1338119086285705	0.3807897327813112
3.207041548301256	4.476011219431384	2.117851114987788	4.70796616904058	4.508359761633037
4.472045646645034	2.9230854760611344	1.7837777678090516	2.552586188270012	1.204746732572742
2.69951465921938	2.1618466289282408	1.052224922450277	1.9087488999268944	2.3074918759677434
4.417650141824934	3.8772754364239623	2.45045055920377	1.3841980143363075	0.6408425330684003
2.9758337651116338	1.7122934299137658	3.072487629964616	1.0502691018065504	0.2962362718239823
4.897602369541658	2.0769988942880757	2.74615705862068	2.2148192321611893	0.4297853907189817
2.827814226350704	2.4354793006709774	3.70739077006181	4.202412224151886	1.5103676543161777
2.485723409038464	3.7421646425817214	1.1874404253978188	2.7159599388420745	5.7609811549991825
2.3486916623861323	4.7100418309181995	4.798932017152218	3.8081571345161565	2.7712924210787464
4.721571361130758	1.3993058134316303	2.310155002595407	2.781687905329156	0.4527449025113798
3.7983545166124806	1.6452364592294804	3.973688205219113	4.668570437964336	0.6907417717368101
4.438641254355897	1.1217448589925136	4.083776031799676	2.1429378877820064	0.1711807347255063
2.5522686010923747	4.235923867670619	2.474542838426479	4.651334185916333	5.129367787676863
4.961381205723839	2.7457874997522214	2.1914803850469857	3.788728313115712	1.1983292562217749
4.457949977117324	4.0979310651877485	4.793363805862024	1.2769503604185304	0.31570362223398823
2.3436108555691644	3.2675227176364925	2.254908984233128	1.5642045269958134	1.6869788321182586
2.225206228719613	2.818921820661856	2.7995788747350163	1.8309330901509848	1.5047127514885483
2.0221650596606318	3.419264192736341	4.789168845137482	3.1812754493801614	2.2220444995780118
3.0539207854967088	1.2112833969584762	2.992950268720588	3.5666395252423846	0.7027838808938369
3.1777376233780217	4.245572943227881	3.1014553502449336	2.7150883294459423	1.7066685377228732
4.8495834038398735	3.578366682188412	3.934229708572925	3.1186225074942713	0.7368417130076811
3.4731096466135805	2.8993862497739173	2.6541157938326734	4.9471996830980585	2.1852557779969324
3.524205591836543	1.8619745883081764	2.210494484659606	3.89569702224448	1.3000042221652328
2.024595402332031	4.6546476437733615	1.3200428057712257	3.8940956128418662	13.40148744749748
2.2294568101117247	1.556406986572207	1.3124637871679958	4.326839863149292	4.173432440470907
4.283617320125279	2.8445513868725576	2.9701554390910467	4.700357840373528	1.3709227707607672
3.408520386739616	3.601149865975352	1.6824435084131737	1.1760303565846026	1.045126621213558
4.88175585186566	3.4079625800027715	2.1110059642622145	3.0874814605265026	1.2840487110594314
3.452731490635547	1.005176975821917	3.632443538964336	2.375260163610465	0.2679815148503108
3.2502623762505447	4.754474045526576	1.1656679745266392	3.203704975397885	5.806935107493365
4.3627835097886205	1.3158369955035472	1.2144216364309035	3.901385933106015	1.2570501413240738
3.4479410160611064	1.1997119295710663	2.176236939650605	1.96575559589842	0.44268965277271455
3.2863625294764223	1.7812258096439308	1.4971442019152552	4.325748427509566	2.2509793517135
2.5796492286363417	3.383139594276632	4.541429349478507	4.925999505672158	2.323063385254281
3.8481917559227794	1.8601763302917236	4.319693459070264	2.7806629741345743	0.4204170438308377
2.891523195946058	4.944219529063152	2.640347134963733	1.2815617995031254	1.268716532334385
3.569540030465717	1.578721299383603	2.6436331876015497	4.851258339921903	1.127465567495603
4.713045305658269	2.2523135575602717	4.759326870337384	4.382031236337173	0.5585068942869719
4.605625841910569	2.2319876379484738	1.5456705126451968	3.6923779969150825	1.4787690748694886
4.8221929383532105	4.709440597039452	1.5973876021455429	1.7949968652107202	1.384554649981448
4.3948319514422405	1.8154357591336063	2.2967938006351947	1.5028763878060032	0.3499160461856541
2.8400874645210594	2.721398589136488	4.264769498743273	4.5323237503459515	1.5717340059631415
3.1671552981309987	1.6140859975240156	2.1518323096545133	4.540445169077998	1.5715443707551635
4.170545914217991	1.8984224966043275	4.4208908406864325	2.649726690865353	0.3588807086221531
3.2813351163817197	3.597331831445207	3.998134306445943	1.3812513279016525	0.5447619234491256
2.0009502403250043	3.5110075781377	1.389891683826982	2.2842629824152594	5.764802380658839
4.776686430760651	3.849782246647389	2.4419781059361507	1.2434868692905026	0.5190685012804114
4.426214703692414	3.5930469984003786	4.151502020271551	1.9845780950364411	0.5013156508625265
2.1388589086238157	3.9808935894526547	1.5343799029927747	2.1779924368514347	4.961741236354782
2.540360993424021	1.7450515401761213	1.7452814305180095	2.6497766078182696	1.7200043286685684
2.4491799026610868	1.5234297487567308	2.665579904286456	2.9146060449501188	1.1494452373338802
2.334589675919412	4.3295760778486185	3.6716326823063463	1.4010560747119998	1.2379237778712848
2.442417293952494	3.761847598048498	1.526171748814673	4.519480423321573	7.7231661141546155
2.4421914790522044	3.610093814947517	4.3946949414367795	4.0402372366535895	2.301302429076563
2.2963322256041643	2.2882294055353807	4.360945307710251	4.277035961359291	1.731193077321127
4.087245415620694	3.706186824038407	4.560562589715897	1.4776225417491995	0.3889566855887829
4.677555158405982	1.2808548395030868	3.5941430530373464	1.7580983471430558	0.1703681961332247
3.62269396700836	1.4181593916088904	2.005708692566524	1.31108812657836	0.3534609625541355
3.1139322384357713	1.5955944636348094	1.4564529969933269	3.3594204119812567	1.7410022880941487
3.538734985697209	1.0594069315539592	1.9351631718134656	1.3648824013218683	0.2943222438921521
4.630015143795372	4.161660095192765	2.5994336335425348	2.878747504488078	1.2696470559358095
4.0436836111615095	3.4857658290454583	1.871037789144085	2.914807041284581	1.7841277711607906
4.5100937985944105	4.309219261237393	1.3969546327367477	1.1320169694784807	0.9948337381311596
4.911923677490184	2.140224288701537	2.577800780750203	1.8270418665660368	0.3877645152567116
4.276381241646821	2.1103133437590387	3.4859198550295627	4.607342809239513	0.8513059001662451
2.860118985017768	3.8924816418402366	4.077941773588823	2.9502302582084816	1.5139123788080489
3.1966931404810097	2.9084210398205257	3.9256277055001383	1.3919006919762964	0.4694474934234413
3.169507323079214	1.6414336284046112	1.6048868727831724	2.810232499976905	1.3248296328595628
2.0276670464606767	1.9708675058632992	1.7198800884310217	4.067079615495159	4.535127530971391
4.07319189267363	2.1767015453824614	4.376151519418431	1.926744674440972	0.3118466072539549
3.9435962297598985	1.964508283060416	4.773762640025796	4.180586715028763	0.5844562956265514
3.4193136610609085	2.111191432717132	4.760972101930637	2.4037673193401807	0.4405875561013928
2.516399587522161	2.8065438569712136	1.0812586018688861	4.538040564661882	7.767781015806805
2.237982201087916	2.8840489668538187	1.9968959960751245	3.611694722694336	4.213507947929303
2.9433448836130656	3.163578970397302	3.748616771865629	2.15397815336599	0.9354036255954562
3.426908517686684	3.099254137257565	2.7095580550950134	3.157488134650825	1.4881511704786885
3.9830404961122112	1.1328087221307488	4.460216031616693	3.4086499849064507	0.2902177354239339
4.648375397948828	1.4814477857260149	3.969515244547938	2.4452801142050773	0.25013702058169945
3.6781965616123977	3.7482267448649056	4.4128265655921135	3.2369394019044013	1.0265996625854772
3.1738107691317383	4.740480291642951	2.564704466709174	3.37512740140689	2.8698120320896203
2.448349567570069	1.4915725743081625	1.6340065763149747	1.7260221286321134	1.087836319776573
4.9624402398777505	4.371799409046261	4.854216414557324	1.5016954926815198	0.3413188269558907
4.462861935479165	2.223085036094304	1.9474658126251418	3.9805294665621154	1.3121754242397206
3.1094418986546133	2.1801231075239085	2.351956997235467	3.0076839229775847	1.3216494137738934
3.175209468999808	3.609959958572104	2.9729748423264937	1.6829690902482453	0.9394771143951078
2.8172483526926277	4.7820001410172175	4.278698955884065	2.5052325221889045	1.5407479925781464
2.9834535653454046	2.5724030563678406	4.925979942064588	1.2308941825166952	0.32407464894862725
4.810384304335547	3.9517680458785023	1.7257610022931176	2.633971292495608	1.5828984436370208
3.918204337855237	3.4513434472238034	4.097781495916838	1.828250477460433	0.527666324367209
3.4036048416234035	2.8604682208555863	4.134348422862056	1.6238579660596564	0.4674283218963897
4.112774069888857	1.7888389751890652	2.5403585330853127	2.6905617709853384	0.6086555701511354
3.7769214110967897	4.984249277136032	3.294474575902896	3.0629447863610952	1.6687419099685121
3.724801104110299	1.2284595006200243	1.3157520619584735	1.105788337538613	0.378899456878665
2.2941559667245093	4.957061758392973	2.828120117611133	4.626499763625551	6.266029048123281
4.933579493248406	4.288461206050257	3.5918799951283327	1.6397605771636647	0.4977051986528937
4.342698141365592	3.643542624386523	2.1192545752449683	1.9967719954692216	1.0270037806198693
3.0612672437895685	4.382814231006218	2.8655311185497507	1.995200066645031	1.4804716074100457
4.712441155654563	3.3085670354625534	1.6188039953572373	3.0369539416680853	1.6719538962656564
2.4423757463274973	2.6442808540977154	2.648281200891236	2.920228687029923	2.021538117831925
3.6080908485410337	1.2928137981629346	2.0781854018197157	2.0263529654960437	0.4833303534072982
4.432537985080941	4.144831462296049	1.1806020206585992	1.5586419664648066	1.5941690278622065
3.819906993025804	2.3243385797156995	4.425542991934054	1.1237666434261393	0.2093023859034448
3.922631154767545	2.556514555227821	1.414137961094875	4.662473774454362	2.8840240759220155
3.3312342469507987	1.8401862788414087	1.296795720903127	4.778717721064235	2.908812195386902
4.550263162190634	2.276003879828746	3.7164922567065064	2.299669580938112	0.3966839783734167
3.8370548378974068	1.8958352953190265	1.0711131729572707	1.3322053751848428	0.8311294956892951
3.1414630814261835	4.887931025835954	2.219752272755478	1.404025067290414	1.4437261726286157
3.730012673268188	2.117441872210417	3.0032478572162145	1.020663542910945	0.2635956629981336
3.2716274158444607	4.008342907190343	1.2102998201124595	3.38640427250612	4.937119064025059
4.330093611335583	2.3048536424123762	2.0556200362346573	1.0675330214666372	0.3594391566502255
4.883650508480817	2.993453949719522	3.281221227599118	3.7962410309027517	0.8917655832346485
3.324026156520074	3.6361939570744464	1.1084537024917966	2.9671320481098875	4.18818006338159
2.7377561440323888	2.5763403125251267	3.894461417559792	2.035024643004719	0.7747055430950007
3.4359662770707406	3.2481656107059744	4.853892506549811	1.1826304458533814	0.32488210722049354
2.851480064226767	3.1309227271409	1.448190412293167	2.142930305696817	2.502278750129436
3.54053819325027	1.3679002668296631	2.24428220830002	3.06557624663269	0.7354672892218524
2.7198096224556116	3.3544581221747	4.4775801292993185	4.1218063763462345	1.7955033512251786
4.820551664673181	3.934735779413906	3.7712034687765272	4.159809886824681	1.1360122529108465
2.7595547463858088	3.3238394961063213	3.6815323424031963	1.0153841801442054	0.5210015709379684
3.414128489807484	1.4549549445816945	4.383214695506125	3.049615934591424	0.4193161293212865
4.1854571435112575	3.3681256041734398	2.973139523386013	4.943959141717934	1.7582316559813782
4.192483119558377	2.2880977025304494	3.4553573230827084	1.3755411241439022	0.2853162907477443
3.1339665334696227	1.5207193352854118	1.8781585557203424	2.0462522069682483	0.7764050856956738
4.203399393299938	3.7989020863382392	2.343881056199717	2.9965266217215296	1.5161060561288706
2.5900659007594338	1.3909010910268984	3.5962875616615295	3.3434673997010336	0.8132495013807571
2.9967417116965205	3.124842183533961	3.4839800086070234	1.8516027282253569	0.8317223194193928
3.908886367625915	1.7589322125765818	3.847425296337577	1.3799386189331453	0.2168762119389168
3.413077731946616	1.3435364124565106	1.6502575981218226	2.839553810551436	0.958024225756994
2.6973479493150867	1.8029493033400519	4.750664678563653	1.1185760435411565	0.2501058048799933
3.5724824009704994	2.4034818313592616	1.368557937616404	4.740084837441906	3.2360211989495964
2.3723593097807347	3.4552352847956254	2.479850562486695	1.0296111118299027	1.0453398422075204
4.748464347923571	4.605561717280247	3.66020771123722	4.983564244584102	1.6728752332024477
2.4676977752516733	4.3457074937685665	2.291645050901181	1.539194271370112	1.9887030600152555
3.7156947488658534	1.4080328737150205	3.0981555005626764	1.6060986079612818	0.2687824051866607
2.9351899354074003	1.7300514280008965	3.0018628994544736	2.3363214056863417	0.6957883476196319
2.7009943228163373	2.5485163953590564	2.7752674920708427	2.082952239272944	1.1244988900648278
2.7452810743606166	1.3753057412452978	2.134289485238184	2.1027905673851675	0.7763839917765748
3.927974478515512	2.3043923499768515	4.444344295821818	1.2569356743034341	0.2225842829447383
4.4322398923379325	4.265216185636703	2.708696049301348	4.181581475150668	1.918420040934856
2.537052296850083	4.32472449447597	3.312578532749835	4.114897398687342	3.495124333384588
3.1144373158868666	2.673086304908832	3.8070343931861066	1.0350996122456269	0.3437268925047198
3.6582971435114535	1.5689970212480142	4.7200521189292735	4.262705136973167	0.5330366767909303
3.8504009369340526	2.9630670535114194	1.4484735444835146	3.043109141411346	2.1839489810286157
3.6467247707098234	1.2503376797635246	2.4825294776028786	1.3788142701449977	0.2623794955009212
3.1636889380570263	1.6291160424619804	4.301585132186324	2.341743423301012	0.4098906223134151
3.436727668863017	1.9872050003351824	1.3161774067890946	4.645032203163414	2.878127136671294
2.0822489518953	1.010601117886996	3.9536605108048284	3.2610106614132435	0.7702034224239012
4.056430374899817	3.3309956758723582	4.006331153623962	4.969809178900891	1.3519244781981117
3.0492766701915337	2.648728940268612	4.495755264069208	4.158473171261462	1.1955511548160191
3.741621625607261	2.886877348218331	2.2209417918636625	4.741801059079824	2.2481587175451896
3.4847346397188903	3.9868349461266233	3.954856842434572	2.360751486608532	0.9577843712230952
3.4416215618589434	2.3076493006806427	1.8231767949322493	3.6087686609292686	1.870775678776432
4.736174960870895	1.9813572954599947	3.724893532821021	2.6484186846180124	0.37705818436706384
3.671039868066964	2.9636282007238197	1.9738799556947435	4.603386310707712	2.5876172243215234
3.3931802542011136	4.1087878409978815	2.806828618342334	3.6118176688479378	2.20926711572723
4.811754552763256	4.855468180877064	3.9605915965759295	4.644688978171251	1.493835447747588
3.099162418306337	1.634312484639986	3.012838760584265	2.7383271488411944	0.7076173911590762
2.773597267446019	4.7317689142217265	1.5554362143907556	2.5431057007739857	4.361950381475613
4.486069436360964	1.2251440004900278	1.6340052724484226	4.525962043175786	0.9734385884753929
2.077668378786662	3.3947369570876234	1.9897073591545984	4.3723556748152745	6.922249765214772
2.7949981315900105	1.6782137582971934	1.6199305305737148	2.1742188534550144	1.2548451692480775
2.0358951163046464	3.941761651801687	3.9710733480024363	1.22830737377735	1.176992579174574
2.9196231734691307	4.204137389801205	2.528534195415626	2.004934689740436	1.7365700833341031
3.73532604340842	1.5168005629923915	2.2351069384576423	3.3750602976987016	0.8373414886173288
2.139222083676933	3.1983438925256813	2.901067062515201	3.1256021917513874	3.024772371600573
4.615933411863741	3.3436629615626843	1.773845789665022	4.633151487797749	2.4152534383725954
2.442585139016267	1.8646697821840208	2.4825236543149094	2.4911734945881734	1.297092828567178
3.5121539608798207	1.8390725097587888	2.3333123840246026	1.218688458576643	0.3823599644815327
3.268249792164708	1.0778422685297344	1.4903880859783656	2.519146795492772	0.8031902655271602
2.3615345612934817	4.9509905846668065	1.275367180079921	1.9450487348411143	5.545729481901665
4.931768260442683	2.70716501818136	3.181714373692726	2.1648770405662905	0.4684884211861562
2.859394258074732	2.8333532921417994	2.056220400083069	3.134510007619874	2.3228931965973465
4.2014436242295625	4.4019749612887935	2.273638180381358	1.021636074289078	0.6178407875388615
2.6584441839064588	4.998127108311999	1.6827976059808014	1.438961678571394	2.5770555474219314
2.1676899065942026	2.448588388595126	1.9140653756522137	1.9737462282963776	2.1623341408461205
4.4985365665183465	1.6798334078005492	4.6732648550080365	4.8414411021918164	0.4974323827104715
3.3076835987533872	3.8345534000613646	4.417920513727278	2.373721247205993	0.8927921150520235
4.123668834534892	1.6257891022502642	4.4558134074436415	4.124904176572729	0.4818214072893625
2.6562260559301265	2.4929197344043112	1.4105981828330587	2.7931280819910675	2.9804113870675315
4.146528357410061	4.933057718621406	4.053991165217367	2.391625606497144	0.9249003494910126
4.185652245077732	1.124789487176384	3.3978241700591347	2.578910023620389	0.2679835723566483
4.026100079647953	2.8937948887869847	2.5140365487286207	2.0855404948335554	0.7932891202148555
3.097314351837478	2.3329623571526343	1.2523059237808625	2.087945072552089	1.8546110254667776
2.7856847759880647	1.0708127091222583	1.7063442569221945	1.3437461790823693	0.4722362356118155
4.8267872971751205	1.9623743458034908	4.639922526216194	4.839033648517231	0.5348049852247866
2.0437028931020924	4.294722039025356	3.3486232067226744	1.3559219273883296	1.6661978698183046
2.4785938122967903	3.7351902849317606	2.615244654498551	3.829125157106057	3.6987168483289534
3.5782761341455505	1.2519702954286056	3.946341324541209	2.6918996965606405	0.3312293592523233
2.1996962247759275	3.839710958815796	4.361217673933243	1.329430675424529	0.9756300608015704
2.492167382920534	4.1344964058262255	3.1524848259778304	3.094450442754701	2.7197914439940685
2.69839247339329	4.143446506080325	4.9973271423728844	2.542140320035092	1.241038966499192
3.935233234520072	3.471784941128077	4.921311642407716	4.712526136043956	1.1326170711657246
3.465264678276025	4.174304451468505	1.8867888936881865	2.612661035260846	2.3446624319642217
3.8211558088986255	4.9294586669825	3.533779894525997	2.5079677264800733	1.2400939968160494
4.072204516801151	2.708617256009688	4.658463759741848	2.775902125106839	0.5253623497271386
3.0686780200565384	4.776151946726298	4.079098826558944	2.153342657318785	1.2188047867899354
2.963847189515906	4.826507366052142	4.48870922212513	4.803491653955755	2.6300308906951013
4.31433345802171	1.9765120300089656	2.9903634499371137	1.6205168574292057	0.3231713394483462
3.719935429223975	2.726686202792153	1.2196007637071022	3.4005472361784164	2.7951665521454636
2.74271461848723	1.7610261293352445	4.704847335703163	3.4846532811047815	0.7484340932278714
3.6685558935893	1.4198901352481137	3.411906262240495	4.757048883971434	0.7418548863766111
4.754534106105848	3.321367790839544	4.494869392714669	2.7764498252845025	0.5464289099019668
2.5128887977068044	1.3930242081303341	4.853507720155918	2.2214601330306967	0.4214387406217704
4.426044319790575	3.5357033126620685	4.146635514543502	2.750389771426683	0.6845122425611009
2.575055776051141	2.3198738930795253	2.4697289286332302	3.0137131954445864	1.7973020544566818
2.0570861373607188	2.3893733275980487	2.08836717076938	3.7228229456284527	4.029388646733125
2.312040791326381	1.2912667134945224	2.7976987073863806	4.331944460155197	1.523879252120916
3.687113450056116	1.6981472690260548	4.610226219625392	4.9319906771789	0.6760664101843964
2.5153671566754983	1.9241419741253718	3.6577286750189977	2.461720189963202	0.854567641001091
3.74360560383281	3.060367291104476	1.8640499686970475	2.032497338217873	1.2162540678135292
3.11776626447324	1.4480635512628552	2.9161399294125037	4.178342559993009	0.9797274571103636
2.7455827619191533	3.3353965543298574	4.5765919146676115	3.3084561623487803	1.3813070449434612
3.0787510342812854	2.181825644258036	2.7413964563249844	4.368489705786728	1.6725420034588547
4.4322021212810485	2.9908599576364714	4.494511800160513	2.1117347656898566	0.4094303831320912
4.688664723383714	3.6509677886922183	3.1733020718161966	3.762154795639429	1.1734485820822962
2.0769498873051524	2.6813310258111533	1.4253992025216933	3.017290354492637	5.270302355497368
2.581202884338848	2.059742824178884	4.715270135897066	3.7989442845369017	1.049498317097383
4.800415724664544	2.3270299473014653	4.574770782346564	1.568656282348832	0.20995649807984232
3.3379970150517164	4.555460747430988	3.896164806489262	2.8739467320904164	1.43724150943573
4.249680914592055	2.7785813303343896	1.4217408017892719	2.451490233689196	1.47432127886799
4.234692679500695	3.997527761228347	4.443306878947075	4.546295990699008	1.2644738757781422
4.337290714029943	2.6446314840805605	4.278595345865659	1.5217902658690514	0.2818543300911944
2.8199953235401916	2.6541476709806187	2.1236003432646497	2.2002151355883215	1.5109398354419994
2.904785449477981	2.093832497302671	2.800802451167139	2.8373701964614058	1.1136004452392976
3.8405097942127364	3.6164567911047127	4.509831826483806	2.059664326727649	0.5814643452706229
3.290526555572576	2.755952655071312	1.2260130938242142	3.2707930938076224	3.2099213020347115
3.136911184789162	4.240999604699897	1.9189209047019644	3.2281056976750584	3.3386618304834967
3.1513543126201284	2.709592709134307	3.3227775485430198	3.869922704973309	1.4668749666469876
4.711520526415969	3.914690986544218	3.1190356330555744	1.0693992826544845	0.3616305994408981
2.9338431068918656	2.1019586691519185	1.5019165315700247	1.7479243784447056	1.2649686936748878
4.28835942698852	4.387718286143084	3.404674189053422	2.7542337807508206	1.0794056750750458
2.073639113364861	2.7872836841183286	4.501070627045394	3.528801817275195	2.0353274444503118
2.7423562997282147	3.916264725166285	1.4268344193576468	1.7000955909729067	2.67814961182289
2.356523961147295	2.364233602916199	2.0501111210845733	3.725949719813372	3.1675428943373265
4.865748773419012	4.5898259119928815	2.6801085368140094	2.5786860434075134	1.1423749579404852
4.986821573936421	4.642119450000047	2.197080584784328	4.631584246023427	2.4545568398933364
2.378766633749871	3.381596806668804	4.197253643937491	2.2456369781108965	1.3122162029809596
2.6490508594700763	4.162081938647253	2.614496775087221	1.8434531348944756	1.7795924986883096
3.3519403609831144	3.8277758638329145	1.0745293975719308	3.737858920344036	5.661412488729839
3.8681471414769537	4.154052450331403	4.80197856903259	3.8890139974005353	1.1729779193250356
4.2471182569483465	3.254469541691773	1.2299080227007493	1.4469520930236888	1.179135252951954
2.520914514032346	4.390709858210004	3.0439072231498283	3.3608578539684664	3.1874888076408148
3.9436222529420766	2.3683941475611805	4.209971374508989	1.0708027112543812	0.20464551028097705
4.098629528250752	1.1274175726166544	2.243026214256987	1.2273417779147158	0.19908856346018625
3.0615235664632503	2.7938083244701843	2.159556971668656	4.6997231264439625	2.949279354465541
